Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
NA,NA,NA,NA,NA,NA,,13,17,41,28,1,0
25,136,228,38,4,2,,43,21,11,22,1,2
239,132,13,42,5,2,,40,17,14,26,1,2
236,169,3,0,18,7,,48,17,6,25,1,3
214,46,27,123,16,7,,53,29,1,14,1,2
251,0,1,170,5,6,,12,37,43,8,0,0
246,0,5,171,6,5,,30,3,25,42,0,0
172,10,80,163,5,3,,50,39,5,6,0,0
114,11,137,160,6,5,,17,45,37,0,1,0
38,157,211,14,8,5,,54,42,0,0,1,3
224,39,26,132,7,5,,49,41,0,3,5,1
1,151,243,16,13,9,,53,28,0,17,1,0
218,47,26,119,13,10,,33,35,20,10,1,0
28,10,216,163,13,3,,44,19,9,24,1,2
44,20,202,152,11,4,,39,23,13,18,2,4
47,25,198,148,12,3,,51,41,0,0,3,4
2,0,246,172,9,4,,8,43,46,2,0,0
223,139,25,34,9,3,,23,39,28,2,3,4
246,156,0,18,11,2,,52,44,0,0,2,1
243,173,3,0,11,3,,52,44,0,0,2,1
243,97,4,78,10,1,,11,34,41,10,2,1
235,0,1,156,21,20,,42,12,10,32,2,1
NA,NA,NA,NA,NA,NA,,52,44,0,0,2,1
19,136,217,25,21,15,,20,7,30,30,4,8
36,156,200,4,21,16,,15,37,37,6,2,2
37,153,196,3,24,20,,3,36,49,8,2,1
212,23,23,134,22,19,,43,5,10,40,1,0
235,156,0,1,22,19,,31,42,21,3,2,0
247,170,0,0,10,6,,53,17,0,28,1,0
221,157,24,10,9,6,,53,14,0,30,1,1
248,169,0,0,9,7,,53,13,0,29,1,3
NA,NA,NA,NA,NA,NA,,52,7,0,35,2,3
177,30,68,132,12,14,,53,11,0,32,1,2
121,6,125,158,11,12,,48,3,6,40,0,2
243,163,0,0,13,13,,54,7,0,36,0,2
NA,NA,NA,NA,NA,NA,,54,12,0,30,0,3
27,79,216,89,14,8,,54,9,0,35,0,1
6,42,235,119,16,15,,53,9,1,35,0,1
246,165,0,0,11,10,,54,9,0,35,0,1
248,165,0,0,9,11,,54,4,0,39,0,2
90,0,160,174,7,2,,54,43,0,0,0,2
218,0,34,174,5,2,,54,43,0,0,0,2
237,169,0,0,20,7,,54,13,0,30,0,2
NA,NA,NA,NA,NA,NA,,53,42,0,3,1,0
249,171,0,0,8,5,,5,28,49,16,0,1
117,139,131,32,9,5,,3,25,51,19,1,1
194,115,52,57,11,4,,54,44,0,0,1,1
224,59,5,101,28,16,,13,34,42,10,0,1
225,163,7,1,25,12,,55,44,0,0,0,1
207,56,6,100,43,20,,55,40,0,4,0,1
241,169,0,0,16,7,,54,42,0,0,1,3
239,169,0,0,18,7,,46,10,8,31,1,4
234,64,6,102,17,10,,50,37,3,1,2,7
246,0,0,167,10,9,,54,38,0,0,1,7
245,166,0,0,12,9,,40,42,15,2,0,1
238,84,10,83,9,9,,12,36,43,9,0,0
233,18,5,146,19,12,,12,37,43,7,0,1
212,47,34,123,11,6,,8,39,45,5,2,1
26,129,225,39,6,8,,11,41,43,3,1,1
198,39,54,133,5,4,,8,30,45,14,1,1
229,162,2,0,26,14,,20,38,32,6,2,1
211,56,5,108,40,12,,44,10,6,31,5,4
237,171,0,0,19,5,,33,7,18,35,4,3
248,156,0,14,8,6,,6,37,44,6,5,2
225,60,4,99,27,17,,46,11,7,30,2,4
244,7,2,160,10,9,,55,42,0,1,0,2
223,14,18,154,15,8,,50,6,5,39,0,0
NA,NA,NA,NA,NA,NA,,54,10,1,35,0,0
248,153,0,0,8,23,,55,44,0,0,0,1
68,119,174,39,14,18,,55,41,0,2,0,2
79,120,156,31,21,25,,55,45,0,0,0,0
23,87,212,78,21,11,,55,34,0,11,0,0
32,116,212,54,12,6,,53,8,2,36,0,1
46,146,203,24,7,6,,55,10,0,35,0,0
8,135,243,37,5,4,,47,12,6,33,2,0
248,155,3,17,5,4,,51,1,2,43,2,1
246,169,0,0,10,7,,49,27,2,13,4,5
239,66,5,103,12,7,,10,41,45,3,0,1
23,152,225,18,8,6,,0,10,55,35,0,0
219,31,28,135,9,10,,6,1,49,44,0,0
155,16,94,150,7,10,,20,38,35,7,0,0
218,94,31,75,7,7,,42,21,12,23,1,1
219,98,33,72,4,6,,24,31,30,13,1,1
95,75,158,95,3,6,,0,42,52,2,3,1
231,43,20,126,5,7,,53,43,0,1,2,1
178,61,74,106,4,9,,42,8,12,36,0,1
246,170,0,0,10,6,,47,40,8,4,0,1
245,166,1,4,10,6,,36,43,19,1,0,1
251,154,0,15,5,7,,7,30,48,14,0,1
247,154,5,16,4,6,,45,6,9,38,1,1
203,105,44,64,9,7,,6,38,49,6,0,1
214,32,30,130,12,14,,49,15,6,29,0,1
234,50,7,116,15,10,,28,38,26,6,1,1
27,6,214,162,15,8,,14,29,40,15,1,1
121,156,118,8,17,12,,54,42,0,2,1,1
203,28,31,134,22,14,,20,5,34,39,1,1
187,43,47,119,22,14,,4,14,46,28,5,3
208,0,11,152,37,24,,42,21,6,20,7,4
160,1,60,148,36,27,,55,44,0,1,0,0
208,64,6,98,42,13,,53,41,2,4,0,0
10,107,228,63,18,6,,12,27,43,18,0,0
225,165,19,5,12,6,,55,44,0,1,0,0
205,147,37,25,14,4,,49,19,6,26,0,0
229,164,8,7,18,5,,49,20,6,24,0,1
239,170,0,0,17,6,,54,37,0,6,1,2
21,115,223,58,12,3,,46,23,9,20,0,2
3,44,238,127,15,5,,49,20,4,20,2,5
223,125,4,41,29,10,,49,21,6,23,0,1
5,73,222,93,29,10,,46,19,9,26,0,0
223,165,2,0,31,11,,46,22,9,23,0,0
5,85,222,82,29,9,,54,8,1,37,0,0
10,133,216,36,30,7,,51,9,4,36,0,0
225,87,4,82,27,7,,55,10,0,34,0,1
222,61,5,101,29,14,,55,10,0,34,0,1
236,58,7,116,13,2,,38,28,16,14,1,3
244,90,3,84,9,2,,2,35,47,3,6,7
247,61,0,109,9,6,,2,30,49,11,4,4
220,30,27,140,9,5,,28,34,22,7,5,4
242,70,10,103,4,3,,37,17,18,26,0,2
251,171,0,1,5,4,,2,30,53,12,0,3
249,159,0,14,7,3,,33,13,22,30,0,2
43,75,204,93,9,8,,48,14,6,28,1,3
209,107,33,64,14,5,,24,0,30,42,1,3
214,124,17,38,25,14,,49,17,4,26,2,2
226,54,5,110,25,12,,22,4,33,39,0,2
246,14,2,155,8,7,,37,20,18,23,0,2
244,32,2,134,10,9,,55,42,0,1,0,2
110,32,139,139,7,5,,55,41,0,0,0,2
247,166,1,6,8,4,,4,38,51,4,0,3
42,98,207,70,7,8,,15,31,40,10,0,3
12,86,229,85,15,5,,25,39,29,3,1,3
25,99,213,72,18,5,,48,32,6,10,1,3
49,126,190,42,17,8,,38,19,16,22,1,4
234,121,11,48,11,7,,46,37,8,4,1,4
81,10,156,157,19,9,,42,10,12,31,1,4
226,55,5,116,25,5,,19,21,35,20,1,4
243,84,3,90,10,2,,14,15,40,26,1,4
210,174,35,1,11,1,,9,16,43,25,3,4
243,173,0,0,13,3,,47,15,5,25,3,5
247,173,0,1,9,2,,38,32,13,8,4,5
103,8,140,166,13,2,,2,44,49,0,4,1
227,59,6,108,23,9,,0,41,55,4,0,0
232,0,15,176,9,0,,54,3,1,42,0,0
230,1,18,174,8,1,,51,22,4,23,0,0
95,159,160,17,2,0,,0,41,55,3,0,1
162,17,82,154,12,5,,55,43,0,1,0,1
NA,NA,NA,NA,NA,NA,,38,0,17,43,0,2
13,75,229,94,14,7,,11,38,44,5,0,2
237,121,6,49,13,6,,53,24,2,21,0,0
17,98,229,73,10,5,,20,31,35,14,0,0
10,83,234,89,12,4,,15,44,40,1,0,0
244,114,1,58,11,4,,35,4,20,40,0,1
243,19,7,150,6,7,,48,7,7,37,0,1
86,138,162,36,8,2,,1,43,54,1,0,1
240,166,4,7,12,3,,0,44,55,0,0,1
107,153,141,22,8,1,,31,42,24,2,0,1
200,108,50,67,6,1,,54,5,1,39,0,1
243,108,0,59,13,9,,32,44,22,1,1,0
NA,NA,NA,NA,NA,NA,,54,45,0,0,1,0
7,65,232,105,17,6,,53,44,2,0,0,1
5,48,235,108,16,20,,35,8,20,36,0,1
48,124,189,46,19,6,,36,9,19,34,0,1
227,128,9,39,17,9,,12,39,43,4,0,2
237,156,0,8,19,12,,54,43,0,0,1,2
231,130,8,35,17,11,,46,12,8,33,1,0
238,163,0,1,18,12,,19,40,35,5,1,0
240,148,0,13,16,15,,28,39,26,6,1,0
NA,NA,NA,NA,NA,NA,,15,40,39,5,1,0
242,22,7,153,7,1,,17,34,37,11,1,0
248,1,0,174,8,1,,51,42,3,3,1,0
5,145,243,29,8,2,,51,30,3,15,1,0
55,172,193,2,8,2,,12,40,40,5,3,0
7,158,242,15,7,3,,9,34,44,10,2,1
244,83,3,90,9,3,,38,5,15,39,2,1
242,25,1,150,13,1,,23,6,30,37,2,2
171,160,75,13,10,3,,52,2,2,42,1,1
21,112,221,62,14,2,,54,43,0,1,1,1
243,142,0,31,13,3,,17,39,37,4,1,2
240,115,2,56,14,5,,17,37,37,6,1,2
56,124,182,42,18,10,,42,37,12,4,1,4
232,145,5,23,19,8,,31,4,24,40,0,1
161,139,66,25,29,12,,49,14,6,30,0,1
223,156,4,3,29,17,,53,44,2,0,0,1
27,103,196,58,33,15,,54,39,1,5,0,1
50,128,172,29,34,19,,18,21,36,23,1,1
214,86,6,66,36,24,,54,44,0,0,1,1
216,131,0,19,40,26,,39,6,16,38,0,1
240,108,3,56,13,12,,45,23,9,19,1,3
35,149,219,25,2,2,,55,44,0,0,0,1
107,169,148,4,1,3,,55,44,0,0,0,1
110,169,145,5,1,2,,55,44,0,0,0,1
11,104,238,67,7,5,,55,44,0,0,0,1
13,102,233,67,10,7,,55,44,0,0,0,1
58,144,190,26,8,6,,55,44,0,0,0,1
19,156,203,11,13,7,,55,44,0,0,0,1
239,96,11,75,6,5,,55,25,0,19,0,1
251,0,1,172,4,4,,27,41,28,3,0,1
8,173,244,0,4,3,,53,41,0,1,2,3
240,42,13,131,3,3,,17,32,36,10,2,3
3,112,243,50,10,14,,24,31,29,11,2,3
50,144,194,26,12,6,,42,15,13,29,0,1
2,83,247,86,7,7,,55,43,0,0,0,2
38,122,210,43,8,11,,55,43,0,0,0,2
112,92,138,74,6,10,,43,36,12,7,0,2
251,108,0,58,5,10,,46,16,9,27,0,2
234,153,0,0,22,23,,4,30,46,12,5,3
21,101,211,53,24,22,,55,41,0,1,0,3
167,148,59,0,30,28,,38,5,17,37,0,3
227,123,0,25,29,28,,46,4,8,38,1,2
194,89,22,58,40,29,,53,2,2,40,0,3
80,70,169,102,6,4,,53,43,2,1,0,1
60,10,188,165,8,1,,46,44,9,0,0,1
157,150,92,22,7,4,,54,36,0,8,1,1
230,58,7,104,19,14,,42,24,13,20,0,1
194,38,57,138,5,0,,42,12,13,31,0,2
169,87,79,85,8,4,,55,43,0,0,0,2
67,152,186,24,3,0,,55,43,0,0,0,2
104,70,145,106,7,0,,53,38,2,5,0,2
93,66,154,109,8,0,,40,8,14,34,1,3
NA,NA,NA,NA,NA,NA,,50,20,3,21,2,4
2,36,252,138,1,1,,51,18,2,21,2,6
NA,NA,NA,NA,NA,NA,,51,25,1,14,3,6
12,129,241,46,2,0,,43,8,9,29,3,7
244,164,7,11,3,0,,38,8,16,34,1,3
135,162,111,12,9,2,,35,9,18,32,1,3
53,142,193,26,10,8,,42,37,11,5,2,3
204,37,44,134,8,5,,52,23,1,20,2,2
236,67,0,98,20,11,,0,35,53,8,2,2
150,84,91,84,15,8,,53,9,0,34,2,2
99,109,135,56,22,11,,25,7,30,37,0,1
83,95,147,68,26,13,,14,26,41,18,0,1
222,67,1,92,33,17,,29,12,26,32,0,1
227,72,0,93,29,11,,37,8,18,37,0,0
52,112,183,56,21,8,,28,16,27,29,0,0
60,120,174,40,22,16,,21,0,34,45,0,0
205,107,28,54,23,15,,55,43,0,2,0,0
244,30,5,143,7,3,,0,0,55,45,0,0
NA,NA,NA,NA,NA,NA,,37,12,18,33,0,0
249,164,5,10,2,2,,10,29,45,16,0,0
175,46,76,129,5,1,,19,29,36,16,0,0
250,174,3,1,3,1,,26,7,29,38,0,0
NA,NA,NA,NA,NA,NA,,39,5,16,40,0,0
247,171,1,1,8,4,,39,30,16,15,0,0
178,22,64,147,14,7,,35,40,20,5,0,0
232,168,12,0,12,8,,31,23,24,22,0,0
0,62,247,107,9,7,,55,19,0,25,0,1
246,132,1,42,9,2,,52,38,2,6,1,1
90,81,159,91,7,3,,9,30,44,14,2,1
225,150,24,21,7,4,,51,43,1,1,3,1
192,42,56,131,8,3,,32,10,21,34,2,1
0,83,247,89,9,4,,8,33,46,11,1,1
210,117,37,54,9,5,,53,42,1,2,1,1
230,59,5,103,20,14,,1,0,53,44,1,1
131,40,118,134,7,2,,42,6,12,38,1,1
236,169,10,5,10,2,,14,38,38,6,2,1
243,173,0,0,12,3,,47,15,5,29,2,1
245,2,0,171,9,3,,55,11,0,34,0,0
243,3,5,170,7,3,,51,1,4,43,0,1
249,148,1,23,6,5,,41,35,14,9,0,1
209,80,41,93,6,3,,6,23,49,21,0,1
225,45,7,119,24,12,,48,25,6,18,1,2
28,160,224,14,4,2,,54,38,1,5,0,2
240,32,12,142,4,2,,30,2,21,39,4,4
243,41,3,128,10,7,,37,5,14,37,4,3
239,46,3,123,14,7,,16,34,36,8,3,3
201,46,46,126,9,4,,53,20,0,22,2,3
232,0,14,171,10,5,,47,25,6,18,2,2
3,126,237,38,16,12,,53,29,1,14,1,2
3,166,240,1,13,8,,1,41,53,2,1,2
111,11,119,9,13,11,,31,29,23,13,1,2
240,15,3,152,13,9,,52,43,1,0,2,2
205,76,3,79,48,21,,43,37,11,6,1,2
205,155,0,0,51,21,,43,37,11,6,1,2
244,169,0,1,12,6,,53,1,0,42,2,2
67,163,180,8,9,5,,52,0,2,42,1,3
222,105,6,59,27,12,,51,38,3,5,1,2
15,159,234,15,7,2,,50,39,5,5,0,1
229,141,20,33,6,2,,55,38,0,6,0,1
144,13,105,160,7,3,,35,19,20,25,0,1
242,45,7,127,7,4,,,,,,,
221,60,5,98,30,17,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
34,166,209,3,13,7,,,,,,,
229,162,0,0,27,14,,,,,,,
211,157,0,0,45,19,,,,,,,
75,152,137,5,44,19,,,,,,,
239,54,5,116,12,6,,,,,,,
200,71,48,101,8,4,,,,,,,
9,74,239,99,8,3,,,,,,,
130,5,118,168,8,3,,,,,,,
14,127,228,45,14,4,,,,,,,
205,20,39,150,12,6,,,,,,,
12,149,230,23,14,4,,,,,,,
232,56,11,117,13,3,,,,,,,
165,35,77,139,14,2,,,,,,,
198,36,44,138,14,2,,,,,,,
221,113,22,61,13,2,,,,,,,
126,27,117,147,13,2,,,,,,,
25,164,219,9,12,2,,,,,,,
90,43,153,131,13,2,,,,,,,
224,54,3,112,29,10,,,,,,,
247,126,0,45,9,5,,,,,,,
248,165,2,8,6,3,,,,,,,
0,156,242,12,14,8,,,,,,,
223,33,20,135,13,8,,,,,,,
225,13,2,149,29,14,,,,,,,
237,12,1,159,18,5,,,,,,,
235,8,0,159,21,9,,,,,,,
238,162,0,9,18,5,,,,,,,
242,164,0,7,14,5,,,,,,,
240,138,0,33,16,5,,,,,,,
242,134,0,35,14,7,,,,,,,
241,130,1,41,14,5,,,,,,,
243,127,0,44,13,5,,,,,,,
240,170,4,0,12,6,,,,,,,
242,165,0,5,14,6,,,,,,,
233,83,11,88,12,5,,,,,,,
243,133,0,37,13,6,,,,,,,
236,135,8,36,12,5,,,,,,,
243,165,1,6,12,5,,,,,,,
239,130,5,41,12,5,,,,,,,
226,57,18,114,12,5,,,,,,,
239,92,5,79,12,5,,,,,,,
237,58,6,113,13,5,,,,,,,
218,48,7,118,31,10,,,,,,,
213,1,36,173,7,2,,,,,,,
244,0,5,175,7,1,,,,,,,
193,29,56,146,7,1,,,,,,,
166,0,84,174,6,2,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
30,120,217,52,9,4,,,,,,,
1,20,244,155,11,1,,,,,,,
249,149,0,26,7,1,,,,,,,
236,171,0,1,20,4,,,,,,,
224,118,0,53,32,5,,,,,,,
243,139,2,36,11,1,,,,,,,
234,41,4,122,18,13,,,,,,,
25,169,224,1,7,6,,,,,,,
250,141,1,31,5,4,,,,,,,
234,116,4,51,18,9,,,,,,,
223,46,4,111,29,19,,,,,,,
247,169,0,1,9,6,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
232,155,8,10,16,11,,,,,,,
196,43,5,78,56,55,,,,,,,
246,136,4,37,7,3,,,,,,,
216,164,29,0,11,12,,,,,,,
244,154,1,10,12,12,,,,,,,
246,166,0,0,11,10,,,,,,,
244,165,0,0,13,11,,,,,,,
229,16,13,152,15,8,,,,,,,
39,104,210,56,8,16,,,,,,,
188,6,65,164,4,6,,,,,,,
13,40,238,130,6,6,,,,,,,
13,118,236,49,8,9,,,,,,,
26,73,222,97,9,6,,,,,,,
52,113,199,58,6,5,,,,,,,
39,137,213,35,5,4,,,,,,,
186,45,65,127,6,4,,,,,,,
253,153,0,17,4,6,,,,,,,
106,130,150,39,1,7,,,,,,,
252,163,3,0,2,13,,,,,,,
97,6,159,163,1,7,,,,,,,
239,54,6,115,12,7,,,,,,,
98,10,156,163,3,2,,,,,,,
106,165,150,9,1,1,,,,,,,
130,165,124,9,3,1,,,,,,,
147,162,107,13,3,1,,,,,,,
116,141,138,34,3,1,,,,,,,
172,17,83,156,2,2,,,,,,,
118,167,139,7,0,1,,,,,,,
165,61,91,113,1,2,,,,,,,
214,125,43,51,0,0,,,,,,,
108,71,149,105,1,0,,,,,,,
199,19,36,150,22,6,,,,,,,
51,153,199,17,7,5,,,,,,,
98,167,153,4,6,5,,,,,,,
213,49,39,121,5,6,,,,,,,
245,88,3,83,9,5,,,,,,,
198,170,54,1,5,5,,,,,,,
242,168,2,0,13,8,,,,,,,
244,168,0,0,13,8,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
234,66,12,101,11,9,,,,,,,
216,48,5,96,36,32,,,,,,,
235,25,9,129,14,22,,,,,,,
236,49,1,104,20,23,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
218,32,28,136,12,8,,,,,,,
26,160,215,9,17,7,,,,,,,
238,67,3,102,17,7,,,,,,,
206,156,1,2,50,18,,,,,,,
205,70,49,103,3,3,,,,,,,
249,172,0,0,8,4,,,,,,,
202,46,47,125,8,5,,,,,,,
211,44,39,117,7,15,,,,,,,
247,165,1,4,9,7,,,,,,,
206,169,45,0,6,7,,,,,,,
12,52,241,120,4,4,,,,,,,
61,114,191,58,5,4,,,,,,,
240,142,11,31,6,3,,,,,,,
235,114,17,59,5,3,,,,,,,
121,41,118,130,18,5,,,,,,,
166,89,73,81,18,6,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
86,11,161,158,10,7,,,,,,,
143,58,103,112,11,6,,,,,,,
190,132,58,39,9,5,,,,,,,
231,14,8,152,18,10,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
5,99,220,61,32,16,,,,,,,
7,99,229,66,21,11,,,,,,,
195,56,44,111,17,9,,,,,,,
185,49,55,116,17,11,,,,,,,
193,149,45,13,19,12,,,,,,,
38,129,200,34,19,13,,,,,,,
232,95,10,70,15,11,,,,,,,
214,137,0,0,43,39,,,,,,,
51,100,162,42,44,34,,,,,,,
168,43,44,99,45,34,,,,,,,
204,41,5,105,47,28,,,,,,,
247,171,0,0,10,5,,,,,,,
251,0,1,170,5,6,,,,,,,
241,0,11,173,5,3,,,,,,,
231,0,22,173,4,3,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
228,10,28,164,1,2,,,,,,,
217,10,40,163,0,3,,,,,,,
224,41,4,119,29,16,,,,,,,
238,163,4,0,15,13,,,,,,,
239,34,15,139,3,3,,,,,,,
171,4,78,168,8,4,,,,,,,
193,20,50,150,14,6,,,,,,,
70,0,173,168,14,8,,,,,,,
195,12,50,156,13,8,,,,,,,
166,81,84,90,7,5,,,,,,,
219,128,30,44,8,4,,,,,,,
240,169,5,2,12,5,,,,,,,
234,150,11,19,12,7,,,,,,,
241,138,5,32,11,6,,,,,,,
241,5,0,163,16,8,,,,,,,
233,129,13,38,11,9,,,,,,,
176,70,72,100,9,6,,,,,,,
233,75,15,93,9,8,,,,,,,
244,150,2,15,11,11,,,,,,,
52,134,184,26,21,16,,,,,,,
163,22,74,137,20,17,,,,,,,
232,134,6,26,19,16,,,,,,,
193,39,47,120,17,17,,,,,,,
232,163,1,0,24,13,,,,,,,
136,139,109,30,12,7,,,,,,,
44,147,201,22,12,7,,,,,,,
91,158,152,9,14,9,,,,,,,
228,64,15,102,14,10,,,,,,,
236,2,0,168,21,6,,,,,,,
235,168,6,0,16,8,,,,,,,
243,92,0,74,14,10,,,,,,,
239,104,4,63,14,9,,,,,,,
236,141,14,26,7,9,,,,,,,
215,166,36,3,6,7,,,,,,,
199,119,51,51,7,6,,,,,,,
34,21,214,148,9,7,,,,,,,
232,94,14,75,11,7,,,,,,,
240,166,4,1,12,9,,,,,,,
213,22,41,145,3,9,,,,,,,
238,62,13,106,6,7,,,,,,,
181,96,75,78,1,1,,,,,,,
209,115,47,59,1,1,,,,,,,
238,1,4,157,15,17,,,,,,,
206,65,47,109,4,1,,,,,,,
244,136,7,38,6,1,,,,,,,
247,8,0,161,10,6,,,,,,,
238,137,7,34,12,4,,,,,,,
246,171,1,0,10,4,,,,,,,
129,162,117,6,11,7,,,,,,,
164,31,73,138,20,6,,,,,,,
242,148,3,23,12,4,,,,,,,
248,153,5,20,4,2,,,,,,,
128,58,123,112,6,5,,,,,,,
246,29,0,142,11,4,,,,,,,
181,47,74,126,3,2,,,,,,,
209,50,18,111,30,14,,,,,,,
171,93,54,64,32,18,,,,,,,
125,63,80,82,52,30,,,,,,,
191,107,7,36,59,32,,,,,,,
186,97,4,45,67,33,,,,,,,
178,135,0,1,79,39,,,,,,,
133,117,0,0,124,58,,,,,,,
132,25,4,91,122,59,,,,,,,
