Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
229,10,0,184,4,7,,51,31,0,14,1,1
230,181,0,12,3,8,,51,25,0,18,1,3
229,191,0,2,4,8,,51,0,1,44,0,2
2,192,228,2,3,7,,51,37,0,0,1,9
228,73,2,122,3,6,,52,29,0,16,0,1
230,193,0,0,3,8,,52,27,0,18,0,1
231,2,0,195,2,4,,0,45,52,0,0,1
230,8,1,188,2,5,,52,8,0,37,0,1
15,91,217,101,1,9,,52,1,0,44,0,1
228,7,4,185,1,9,,52,37,0,8,0,1
196,10,36,184,1,7,,52,27,0,18,0,1
177,1,55,193,1,7,,51,9,0,35,1,2
120,185,112,9,1,7,,52,2,1,41,0,2
211,3,21,190,1,8,,51,2,1,37,0,3
19,181,213,13,1,7,,51,37,0,0,2,8
227,12,2,180,4,9,,52,7,0,30,1,8
0,61,230,132,3,8,,2,41,50,3,1,1
23,111,207,83,3,7,,52,10,0,34,1,1
6,65,224,129,3,7,,52,10,0,32,1,3
5,190,225,4,3,7,,52,2,1,40,0,1
62,61,168,133,3,7,,53,42,0,1,0,2
30,80,200,113,3,8,,49,2,1,37,0,1
225,11,5,183,3,7,,50,39,0,0,3,6
2,172,228,21,3,8,,3,40,50,3,0,2
0,150,230,44,3,7,,49,2,4,41,0,2
5,141,225,53,3,7,,53,2,0,40,0,3
20,171,210,22,3,8,,1,45,0,52,0,2
227,193,2,1,4,7,,53,2,2,0,43,0
229,194,0,0,4,7,,3,45,0,50,0,2
2,192,225,0,6,8,,50,0,2,3,45,0
212,103,18,90,3,8,,53,0,0,43,0,2
211,187,0,0,22,14,,49,0,2,42,2,3
210,187,1,0,22,14,,49,0,2,40,2,5
209,186,1,0,23,15,,52,2,0,38,1,5
229,0,0,196,4,5,,52,0,0,42,1,3
227,5,2,191,4,5,,52,0,0,42,1,3
229,195,0,0,4,6,,49,0,3,42,1,3
222,6,6,190,5,5,,53,2,0,40,0,3
200,194,27,0,6,7,,53,2,0,41,0,2
229,4,0,187,4,10,,52,0,1,43,0,2
224,15,4,173,5,13,,52,0,1,43,0,2
156,119,70,69,7,12,,52,2,1,41,0,2
5,183,226,8,2,10,,49,0,3,41,1,4
183,84,48,108,2,9,,53,2,0,39,0,4
109,3,122,187,2,11,,50,2,0,41,3,2
9,170,222,20,2,11,,51,2,0,41,2,2
4,153,227,39,2,9,,53,15,0,29,0,1
81,192,149,0,3,9,,53,3,0,40,0,1
105,98,126,94,2,9,,53,24,0,19,0,2
89,9,142,180,2,12,,53,2,0,41,0,2
101,2,129,193,3,6,,53,2,0,41,0,2
6,117,223,74,4,10,,52,3,0,40,1,2
74,5,156,190,3,6,,53,20,0,20,0,5
194,0,37,195,2,6,,53,3,0,39,0,3
23,188,208,7,2,6,,52,23,0,19,1,3
63,162,168,32,2,7,,53,3,0,39,0,3
29,177,202,17,2,7,,48,29,0,6,5,10
186,8,44,186,3,7,,47,2,0,34,6,9
155,1,76,193,2,7,,51,21,0,17,2,7
210,133,20,61,3,6,,50,2,0,36,3,7
184,13,47,180,2,8,,53,23,0,16,0,6
38,170,193,25,2,6,,53,2,0,37,0,6
74,134,157,60,2,7,,53,23,0,16,0,6
68,106,163,89,2,6,,51,0,0,38,2,7
196,95,35,100,2,6,,51,2,0,37,2,6
168,67,64,128,1,6,,53,12,2,0,33,0
175,40,56,155,2,6,,1,45,0,52,0,2
137,69,95,126,1,6,,53,9,2,0,36,0
97,133,134,60,2,8,,53,17,1,0,28,1
175,0,57,193,1,8,,0,45,0,53,0,2
226,1,6,192,1,8,,50,33,2,12,1,0
1,187,231,1,1,13,,53,0,2,0,45,0
171,24,62,172,1,5,,52,0,0,41,1,4
212,183,2,0,19,18,,52,2,0,39,1,4
210,182,3,0,19,19,,52,5,0,36,1,4
228,0,0,194,5,7,,52,2,0,36,0,2
229,6,0,187,4,8,,52,14,0,26,1,5
21,192,208,5,4,4,,52,5,0,34,1,6
1,193,227,5,5,3,,,,,,,
228,28,1,170,4,3,,,,,,,
226,197,0,0,7,4,,,,,,,
3,185,224,9,6,7,,,,,,,
223,10,2,188,8,3,,,,,,,
215,23,11,174,7,4,,,,,,,
221,13,6,185,6,3,,,,,,,
3,180,220,15,10,6,,,,,,,
214,3,10,192,9,6,,,,,,,
17,192,208,2,8,7,,,,,,,
0,176,224,17,9,8,,,,,,,
0,195,224,1,8,5,,,,,,,
219,16,6,180,8,5,,,,,,,
207,146,0,24,26,31,,,,,,,
211,110,0,62,22,29,,,,,,,
212,175,1,0,20,26,,,,,,,
220,0,0,182,13,19,,,,,,,
218,8,0,178,15,15,,,,,,,
148,114,68,70,17,16,,,,,,,
1,176,224,12,8,13,,,,,,,
7,181,216,10,10,10,,,,,,,
2,150,223,41,8,10,,,,,,,
56,84,169,106,8,11,,,,,,,
153,0,70,187,10,14,,,,,,,
2,166,217,24,14,11,,,,,,,
158,0,66,190,9,11,,,,,,,
13,188,210,3,10,10,,,,,,,
115,0,109,191,9,10,,,,,,,
8,183,216,7,9,11,,,,,,,
4,173,220,18,9,10,,,,,,,
2,172,222,20,9,9,,,,,,,
2,162,222,30,9,9,,,,,,,
3,163,221,29,9,9,,,,,,,
7,74,217,118,9,9,,,,,,,
2,148,222,44,9,9,,,,,,,
3,140,221,52,9,9,,,,,,,
2,154,224,42,7,5,,,,,,,
0,155,224,42,9,4,,,,,,,
162,3,60,192,11,6,,,,,,,
0,184,225,13,8,4,,,,,,,
30,166,196,31,7,4,,,,,,,
82,4,145,193,6,4,,,,,,,
18,164,211,32,4,5,,,,,,,
42,72,184,124,7,5,,,,,,,
48,83,179,112,6,6,,,,,,,
5,82,223,114,5,5,,,,,,,
32,185,195,11,6,5,,,,,,,
93,1,133,196,7,4,,,,,,,
223,7,4,190,6,4,,,,,,,
5,165,222,31,6,5,,,,,,,
38,136,189,61,6,4,,,,,,,
144,3,81,192,8,6,,,,,,,
0,195,228,2,5,4,,,,,,,
219,8,9,189,5,4,,,,,,,
0,125,210,50,23,26,,,,,,,
226,0,1,195,6,6,,,,,,,
0,138,218,47,15,16,,,,,,,
223,0,1,194,9,7,,,,,,,
224,2,1,188,8,11,,,,,,,
219,2,0,181,14,18,,,,,,,
1,197,226,0,6,4,,,,,,,
216,0,12,196,6,5,,,,,,,
222,183,0,2,11,15,,,,,,,
223,188,0,0,10,12,,,,,,,
223,188,0,0,10,12,,,,,,,
229,1,0,192,4,7,,,,,,,
228,4,0,183,5,13,,,,,,,
1,9,227,182,5,9,,,,,,,
0,188,227,3,6,9,,,,,,,
229,35,1,160,3,5,,,,,,,
0,193,229,1,4,6,,,,,,,
229,22,1,173,3,5,,,,,,,
229,3,1,191,3,6,,,,,,,
227,3,1,189,5,8,,,,,,,
159,119,70,73,4,7,,,,,,,
70,193,160,1,3,6,,,,,,,
230,11,1,181,2,8,,,,,,,
230,9,2,185,1,6,,,,,,,
227,0,4,192,2,8,,,,,,,
2,184,229,8,2,8,,,,,,,
1,192,231,2,1,6,,,,,,,
1,195,231,0,1,5,,,,,,,
221,0,12,195,1,5,,,,,,,
215,173,2,1,16,26,,,,,,,
213,175,0,0,20,25,,,,,,,
227,2,0,190,6,8,,,,,,,
224,2,2,192,7,6,,,,,,,
4,46,224,148,5,6,,,,,,,
4,172,219,23,10,5,,,,,,,
5,136,218,54,10,10,,,,,,,
3,46,224,148,6,6,,,,,,,
89,4,137,190,7,6,,,,,,,
7,166,219,30,7,4,,,,,,,
4,171,222,25,7,4,,,,,,,
136,50,91,146,6,4,,,,,,,
142,141,84,55,7,4,,,,,,,
56,128,168,69,9,3,,,,,,,
104,145,122,51,7,4,,,,,,,
161,185,67,12,5,3,,,,,,,
44,106,185,91,4,3,,,,,,,
227,26,2,171,4,3,,,,,,,
197,135,32,62,4,3,,,,,,,
227,10,2,187,4,3,,,,,,,
142,191,87,6,4,3,,,,,,,
3,106,226,91,4,3,,,,,,,
1,141,228,55,4,4,,,,,,,
138,47,90,148,5,5,,,,,,,
224,0,0,191,9,9,,,,,,,
225,7,0,188,8,5,,,,,,,
77,100,150,96,6,4,,,,,,,
223,12,4,184,6,4,,,,,,,
38,177,188,18,7,5,,,,,,,
125,12,102,184,6,4,,,,,,,
224,14,3,182,6,4,,,,,,,
117,147,110,44,6,9,,,,,,,
82,195,142,0,9,5,,,,,,,
6,170,220,22,7,8,,,,,,,
9,178,219,18,5,4,,,,,,,
30,155,197,39,6,6,,,,,,,
227,182,0,12,6,6,,,,,,,
94,111,134,83,6,6,,,,,,,
1,191,227,4,5,5,,,,,,,
220,95,8,101,5,4,,,,,,,
2,183,223,8,8,9,,,,,,,
1,175,223,16,9,9,,,,,,,
0,192,225,0,7,8,,,,,,,
226,39,2,153,5,8,,,,,,,
132,185,92,0,9,15,,,,,,,
81,158,143,32,9,10,,,,,,,
137,54,88,136,8,10,,,,,,,
151,15,73,175,9,10,,,,,,,
9,145,213,45,11,10,,,,,,,
8,101,213,87,12,12,,,,,,,
9,107,215,80,9,13,,,,,,,
221,171,6,25,6,4,,,,,,,
222,178,3,17,9,4,,,,,,,
1,182,222,8,10,10,,,,,,,
1,181,219,5,13,14,,,,,,,
219,15,3,175,11,10,,,,,,,
0,188,221,0,12,12,,,,,,,
223,9,0,181,10,10,,,,,,,
222,0,1,190,10,10,,,,,,,
221,2,2,187,10,11,,,,,,,
220,185,2,1,11,14,,,,,,,
224,15,2,174,7,11,,,,,,,
225,12,0,176,8,12,,,,,,,
221,6,2,183,10,11,,,,,,,
227,36,0,152,6,12,,,,,,,
5,181,221,8,7,11,,,,,,,
1,181,226,9,6,10,,,,,,,
0,185,228,4,5,11,,,,,,,
2,188,224,2,7,10,,,,,,,
0,185,227,2,6,13,,,,,,,
226,6,0,183,7,11,,,,,,,
0,186,228,2,5,12,,,,,,,
228,4,0,185,5,11,,,,,,,
194,185,32,0,6,14,,,,,,,
227,188,0,0,5,12,,,,,,,
221,176,6,0,5,24,,,,,,,
218,178,10,0,4,22,,,,,,,
226,182,1,0,5,18,,,,,,,
226,193,1,0,5,7,,,,,,,
227,188,0,0,5,12,,,,,,,
222,192,5,0,5,8,,,,,,,
227,0,0,196,5,4,,,,,,,
227,1,0,195,5,4,,,,,,,
230,5,0,191,2,4,,,,,,,
138,115,78,69,16,15,,,,,,,
221,186,2,0,9,14,,,,,,,
224,183,0,0,8,17,,,,,,,
202,181,24,0,6,19,,,,,,,
229,0,0,192,3,8,,,,,,,
228,3,0,190,4,7,,,,,,,
207,195,21,1,4,4,,,,,,,
0,187,231,10,1,3,,,,,,,
1,188,229,8,2,4,,,,,,,
0,186,230,10,2,4,,,,,,,
1,190,230,5,1,5,,,,,,,
1,196,229,0,2,4,,,,,,,
231,15,0,178,1,7,,,,,,,
230,2,0,193,2,5,,,,,,,
229,1,0,192,3,7,,,,,,,
229,2,1,192,2,6,,,,,,,
1,192,230,0,1,8,,,,,,,
217,0,15,195,1,5,,,,,,,
1,189,228,0,3,11,,,,,,,
228,2,1,188,3,10,,,,,,,
217,2,9,187,6,11,,,,,,,
226,17,2,170,4,13,,,,,,,
227,22,1,165,4,13,,,,,,,
0,190,228,0,4,10,,,,,,,
227,17,1,172,4,11,,,,,,,
198,82,5,84,29,34,,,,,,,
199,168,0,0,33,32,,,,,,,
222,183,0,0,10,17,,,,,,,
224,186,0,0,8,14,,,,,,,
141,119,76,61,14,19,,,,,,,
2,178,218,9,12,13,,,,,,,
6,185,216,1,10,14,,,,,,,
222,180,0,0,9,20,,,,,,,
219,184,2,0,10,16,,,,,,,
222,4,4,187,5,9,,,,,,,
229,0,0,192,2,8,,,,,,,
229,2,0,191,2,7,,,,,,,
225,191,3,1,3,8,,,,,,,
231,17,0,174,0,9,,,,,,,
229,2,2,190,0,8,,,,,,,
231,192,0,0,0,8,,,,,,,
194,190,35,2,2,8,,,,,,,
229,0,1,197,1,3,,,,,,,
225,0,6,198,0,2,,,,,,,
192,195,35,0,4,5,,,,,,,
219,9,12,189,1,2,,,,,,,
221,7,9,190,1,3,,,,,,,
231,33,0,164,1,3,,,,,,,
231,34,0,163,1,3,,,,,,,
230,22,1,175,1,3,,,,,,,
227,0,0,197,4,3,,,,,,,
228,0,1,197,2,3,,,,,,,
156,90,70,103,4,6,,,,,,,
230,0,0,194,1,6,,,,,,,
229,23,1,172,1,5,,,,,,,
229,25,1,170,1,5,,,,,,,
228,0,0,194,3,6,,,,,,,
229,36,0,160,2,4,,,,,,,
225,0,0,193,6,7,,,,,,,
224,35,0,157,7,8,,,,,,,
223,0,0,184,8,16,,,,,,,
222,0,1,182,8,18,,,,,,,
224,0,0,185,7,15,,,,,,,
224,23,0,164,7,13,,,,,,,
223,0,0,185,8,15,,,,,,,
222,22,0,164,9,14,,,,,,,
218,189,0,0,13,11,,,,,,,
216,184,0,1,15,15,,,,,,,
217,0,0,182,14,18,,,,,,,
215,20,1,161,15,19,,,,,,,
226,0,0,191,5,9,,,,,,,
225,23,2,166,4,11,,,,,,,
226,0,0,186,5,14,,,,,,,
226,1,0,186,5,13,,,,,,,
227,0,0,194,4,6,,,,,,,
222,2,5,192,4,6,,,,,,,
226,194,0,0,5,6,,,,,,,
228,0,0,194,3,6,,,,,,,
229,23,0,172,2,5,,,,,,,
228,197,0,0,3,3,,,,,,,
226,0,0,196,5,4,,,,,,,
228,21,0,175,3,4,,,,,,,
226,0,0,195,5,5,,,,,,,
227,21,0,176,4,3,,,,,,,
219,0,0,193,12,7,,,,,,,
218,5,1,188,12,7,,,,,,,
130,62,85,127,15,11,,,,,,,
9,186,204,0,16,14,,,,,,,
216,0,0,180,15,20,,,,,,,
212,21,1,159,18,20,,,,,,,
1,160,213,15,17,25,,,,,,,
87,198,144,0,1,2,,,,,,,
212,190,1,0,17,10,,,,,,,
212,190,0,0,18,10,,,,,,,
142,133,64,52,23,14,,,,,,,
223,2,1,193,6,5,,,,,,,
223,48,1,146,6,6,,,,,,,
2,181,224,12,4,7,,,,,,,
218,7,6,187,6,6,,,,,,,
5,128,221,66,4,6,,,,,,,
120,117,106,77,4,6,,,,,,,
224,193,2,1,4,6,,,,,,,
220,184,1,0,9,16,,,,,,,
219,185,2,0,9,15,,,,,,,
226,0,0,193,4,7,,,,,,,
224,6,0,188,6,6,,,,,,,
0,174,223,20,7,6,,,,,,,
2,193,223,0,5,7,,,,,,,
224,30,1,165,5,5,,,,,,,
1,189,223,0,6,11,,,,,,,
222,70,3,119,5,11,,,,,,,
219,3,4,187,5,10,,,,,,,
212,189,0,0,18,11,,,,,,,
213,186,1,2,16,12,,,,,,,
224,0,0,195,6,5,,,,,,,
223,0,0,194,7,6,,,,,,,
2,196,222,1,6,3,,,,,,,
0,194,224,2,6,4,,,,,,,
0,195,224,2,6,3,,,,,,,
0,197,223,1,7,2,,,,,,,
216,5,7,192,7,3,,,,,,,
1,196,225,0,4,4,,,,,,,
225,3,2,193,3,4,,,,,,,
150,197,76,0,3,3,,,,,,,
223,2,0,193,7,5,,,,,,,
222,6,0,189,8,5,,,,,,,
226,3,0,191,4,6,,,,,,,
0,187,226,4,4,9,,,,,,,
222,39,4,153,4,8,,,,,,,
210,178,0,1,20,21,,,,,,,
208,180,0,0,22,20,,,,,,,
223,0,0,194,7,6,,,,,,,
222,0,0,196,8,4,,,,,,,
223,0,0,195,7,5,,,,,,,
221,4,1,193,8,3,,,,,,,
4,195,220,2,6,3,,,,,,,
0,194,224,4,6,2,,,,,,,
4,194,222,3,4,3,,,,,,,
8,194,219,2,3,4,,,,,,,
4,191,222,4,4,5,,,,,,,
1,188,224,8,5,4,,,,,,,
221,7,1,191,8,2,,,,,,,
1,189,222,8,7,3,,,,,,,
2,140,220,56,8,4,,,,,,,
1,187,223,9,6,4,,,,,,,
223,12,2,185,6,3,,,,,,,
2,181,223,10,5,9,,,,,,,
0,184,225,8,5,8,,,,,,,
2,181,223,13,5,6,,,,,,,
0,175,224,19,6,6,,,,,,,
0,175,225,14,5,11,,,,,,,
0,180,223,10,7,10,,,,,,,
226,26,0,165,5,9,,,,,,,
201,175,5,0,25,25,,,,,,,
209,175,0,0,22,25,,,,,,,
127,110,68,58,35,32,,,,,,,
220,186,0,0,11,14,,,,,,,
223,193,0,0,8,7,,,,,,,
218,193,3,0,10,7,,,,,,,
220,0,0,194,11,6,,,,,,,
220,9,0,185,11,6,,,,,,,
2,184,216,9,13,7,,,,,,,
2,183,216,11,13,6,,,,,,,
218,36,1,158,12,6,,,,,,,
214,127,6,67,11,6,,,,,,,
25,174,195,18,11,8,,,,,,,
48,71,173,123,10,6,,,,,,,
12,132,206,60,13,8,,,,,,,
87,173,135,21,9,6,,,,,,,
5,152,216,42,10,6,,,,,,,
195,130,27,64,9,6,,,,,,,
191,155,1,0,39,45,,,,,,,
196,157,0,0,35,43,,,,,,,
223,72,1,102,7,26,,,,,,,
225,173,0,0,6,27,,,,,,,
225,173,1,0,5,27,,,,,,,
225,173,0,0,6,27,,,,,,,
225,174,0,0,6,26,,,,,,,
227,0,1,194,3,6,,,,,,,
226,0,1,194,4,7,,,,,,,
148,102,73,74,9,24,,,,,,,
169,163,62,32,1,6,,,,,,,
208,142,19,50,4,9,,,,,,,
