Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Republican Yea,Senate Democrat Yea,Senate Republican Nay,Senate Democrat Nay,Senate Republican Not Voting,Senate Democrat Not Voting
11,167,223,31,1,4,,,,,,,
17,176,216,22,2,4,,,,,,,
165,23,68,174,2,5,,,,,,,
203,16,32,183,1,3,,,,,,,
3,94,230,105,2,3,,,,,,,
26,178,205,18,4,6,,,,,,,
202,14,27,183,2,4,,,,,,,
5,181,220,13,6,7,,,,,,,
224,48,5,150,2,3,,,,,,,
145,99,83,98,4,4,,,,,,,
220,5,7,191,4,5,,,,,,,
212,1,12,194,7,6,,,,,,,
188,177,40,19,3,5,,,,,,,
228,53,3,141,4,8,,,,,,,
73,22,151,169,11,11,,,,,,,
0,158,232,36,3,8,,,,,,,
10,136,220,59,5,7,,,,,,,
74,193,153,1,8,8,,,,,,,
30,178,201,15,5,9,,,,,,,
1,86,227,108,7,8,,,,,,,
1,59,227,134,7,9,,,,,,,
3,99,223,94,9,9,,,,,,,
149,100,80,94,6,8,,,,,,,
2,99,229,96,4,7,,,,,,,
1,106,229,89,5,7,,,,,,,
207,2,24,193,4,7,,,,,,,
2,46,228,144,5,12,,,,,,,
101,194,127,0,7,8,,,,,,,
113,196,115,0,6,6,,,,,,,
2,147,227,49,6,6,,,,,,,
13,178,215,18,7,6,,,,,,,
19,186,211,9,5,7,,,,,,,
40,184,188,12,7,6,,,,,,,
10,155,216,41,9,6,,,,,,,
4,195,222,0,5,6,,,,,,,
222,18,4,175,5,8,,,,,,,
221,0,1,197,8,4,,,,,,,
222,0,0,197,8,4,,,,,,,
221,190,0,7,9,4,,,,,,,
218,73,2,124,10,4,,,,,,,
2,187,223,8,5,6,,,,,,,
4,195,223,0,3,6,,,,,,,
226,47,0,149,4,5,,,,,,,
219,151,3,42,8,8,,,,,,,
221,18,0,173,9,10,,,,,,,
18,190,208,3,4,8,,,,,,,
216,187,10,6,4,8,,,,,,,
224,190,0,0,6,9,,,,,,,
223,190,0,1,7,9,,,,,,,
224,1,3,194,3,6,,,,,,,
221,0,5,191,4,10,,,,,,,
194,46,31,147,5,7,,,,,,,
224,0,2,195,4,6,,,,,,,
219,4,10,191,2,6,,,,,,,
4,147,224,43,6,12,,,,,,,
3,141,227,50,4,11,,,,,,,
13,184,216,6,5,12,,,,,,,
45,188,182,4,3,9,,,,,,,
223,110,2,81,5,10,,,,,,,
216,134,0,49,14,18,,,,,,,
216,134,0,49,14,18,,,,,,,
217,115,0,70,13,16,,,,,,,
216,98,3,94,11,9,,,,,,,
220,12,0,178,10,11,,,,,,,
162,192,63,3,5,6,,,,,,,
2,96,223,103,9,3,,,,,,,
1,69,227,130,6,3,,,,,,,
1,78,220,117,13,7,,,,,,,
1,80,228,120,5,2,,,,,,,
1,38,226,162,7,2,,,,,,,
226,86,1,111,3,4,,,,,,,
8,178,221,16,5,8,,,,,,,
24,150,205,45,5,7,,,,,,,
1,148,228,49,5,5,,,,,,,
19,164,210,33,5,5,,,,,,,
0,173,228,23,6,6,,,,,,,
10,172,217,25,7,5,,,,,,,
18,189,208,9,8,4,,,,,,,
10,186,218,12,6,4,,,,,,,
17,186,211,13,6,3,,,,,,,
0,58,229,141,5,3,,,,,,,
0,80,229,118,5,4,,,,,,,
3,146,222,52,9,4,,,,,,,
4,70,225,127,5,4,,,,,,,
1,185,228,13,5,4,,,,,,,
0,116,226,83,8,3,,,,,,,
0,97,229,102,5,3,,,,,,,
222,197,8,3,4,2,,,,,,,
11,84,219,116,4,2,,,,,,,
0,79,230,119,4,4,,,,,,,
0,96,230,104,4,2,,,,,,,
0,72,230,127,4,3,,,,,,,
8,45,221,148,4,2,,,,,,,
2,87,228,113,4,2,,,,,,,
225,6,5,194,4,2,,,,,,,
0,181,230,19,4,2,,,,,,,
4,110,226,90,4,2,,,,,,,
4,114,226,86,4,2,,,,,,,
4,66,226,134,4,2,,,,,,,
4,108,225,92,5,2,,,,,,,
3,65,225,135,6,2,,,,,,,
20,165,206,32,8,5,,,,,,,
65,189,161,7,8,6,,,,,,,
3,164,223,32,8,6,,,,,,,
3,189,222,6,9,7,,,,,,,
22,169,206,27,6,6,,,,,,,
228,184,0,12,6,6,,,,,,,
1,107,227,89,6,6,,,,,,,
2,94,226,101,6,7,,,,,,,
3,133,225,63,6,6,,,,,,,
11,154,214,42,9,6,,,,,,,
16,161,210,35,8,6,,,,,,,
15,162,211,34,8,6,,,,,,,
16,173,210,21,8,8,,,,,,,
11,195,213,0,6,6,,,,,,,
223,53,1,139,6,9,,,,,,,
210,173,0,0,20,28,,,,,,,
208,173,0,0,22,28,,,,,,,
210,174,0,0,20,27,,,,,,,
210,0,1,178,19,23,,,,,,,
10,191,217,0,7,11,,,,,,,
6,104,220,88,8,10,,,,,,,
0,94,229,99,5,9,,,,,,,
0,104,223,89,11,9,,,,,,,
2,119,226,74,6,9,,,,,,,
0,116,230,77,4,9,,,,,,,
2,137,228,55,4,10,,,,,,,
1,86,229,106,4,10,,,,,,,
1,67,229,127,4,8,,,,,,,
1,68,226,126,7,8,,,,,,,
1,80,228,114,5,8,,,,,,,
2,75,228,119,4,8,,,,,,,
189,79,41,117,4,6,,,,,,,
20,45,209,151,5,6,,,,,,,
3,94,226,101,5,7,,,,,,,
2,84,228,110,4,8,,,,,,,
186,176,43,20,5,6,,,,,,,
1,132,229,63,4,7,,,,,,,
11,166,220,30,3,6,,,,,,,
17,181,214,15,3,6,,,,,,,
0,142,231,52,3,8,,,,,,,
0,148,231,47,3,7,,,,,,,
205,2,26,194,3,6,,,,,,,
7,194,220,0,3,7,,,,,,,
225,43,1,152,4,6,,,,,,,
221,0,2,193,7,8,,,,,,,
227,172,0,24,4,5,,,,,,,
227,196,0,0,3,5,,,,,,,
225,162,0,26,5,11,,,,,,,
23,177,209,19,2,6,,,,,,,
0,125,225,69,9,8,,,,,,,
46,183,183,13,5,6,,,,,,,
160,180,71,16,3,6,,,,,,,
12,71,219,123,3,8,,,,,,,
203,185,28,11,3,6,,,,,,,
0,19,222,167,6,7,,,,,,,
59,184,171,15,4,4,,,,,,,
226,195,1,1,7,7,,,,,,,
0,162,230,37,4,4,,,,,,,
224,188,7,11,3,4,,,,,,,
199,196,32,2,3,5,,,,,,,
209,196,22,3,3,4,,,,,,,
150,15,79,183,5,5,,,,,,,
22,180,205,7,7,16,,,,,,,
4,83,223,105,7,15,,,,,,,
4,73,224,113,6,17,,,,,,,
35,180,195,10,4,13,,,,,,,
228,176,2,14,4,13,,,,,,,
2,136,228,54,4,13,,,,,,,
11,148,219,42,4,13,,,,,,,
21,165,209,26,4,12,,,,,,,
20,172,210,18,4,13,,,,,,,
16,193,212,3,2,6,,,,,,,
226,55,0,142,4,5,,,,,,,
1,173,226,22,3,7,,,,,,,
222,0,6,196,2,6,,,,,,,
73,44,158,151,3,8,,,,,,,
228,194,0,3,6,6,,,,,,,
164,18,66,179,4,6,,,,,,,
33,120,196,75,5,8,,,,,,,
53,91,177,105,4,7,,,,,,,
118,57,111,140,5,6,,,,,,,
50,125,180,72,4,6,,,,,,,
118,57,112,138,4,7,,,,,,,
7,191,218,5,5,6,,,,,,,
212,19,14,177,4,6,,,,,,,
221,150,1,39,9,13,,,,,,,
216,186,0,0,14,16,,,,,,,
216,0,1,187,13,15,,,,,,,
218,4,0,184,12,14,,,,,,,
215,0,3,187,12,15,,,,,,,
215,0,0,187,15,15,,,,,,,
221,190,6,2,3,10,,,,,,,
227,191,0,1,3,10,,,,,,,
221,187,2,4,7,11,,,,,,,
9,191,220,5,1,6,,,,,,,
229,24,0,172,1,6,,,,,,,
223,2,6,193,2,7,,,,,,,
228,0,1,196,1,6,,,,,,,
69,189,160,7,1,6,,,,,,,
229,142,0,55,1,5,,,,,,,
222,193,7,4,1,5,,,,,,,
229,197,0,0,1,5,,,,,,,
204,10,23,187,3,5,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
1,171,219,12,14,20,,,,,,,
219,1,0,178,15,24,,,,,,,
219,16,0,153,15,34,,,,,,,
1,176,215,16,14,10,,,,,,,
208,6,8,181,14,15,,,,,,,
2,152,206,30,22,20,,,,,,,
222,0,2,195,6,7,,,,,,,
0,172,221,25,9,5,,,,,,,
228,0,1,189,1,13,,,,,,,
224,0,4,193,2,9,,,,,,,
8,194,222,4,1,4,,,,,,,
220,5,10,194,1,3,,,,,,,
223,180,1,14,6,8,,,,,,,
229,193,0,1,1,8,,,,,,,
226,155,0,40,4,7,,,,,,,
225,0,1,197,4,5,,,,,,,
226,3,0,194,4,5,,,,,,,
225,0,3,198,2,4,,,,,,,
223,1,3,197,4,4,,,,,,,
12,195,214,3,4,3,,,,,,,
223,6,4,190,3,3,,,,,,,
212,20,11,175,7,5,,,,,,,
0,165,222,32,8,5,,,,,,,
224,1,0,197,6,4,,,,,,,
222,2,2,192,6,8,,,,,,,
11,188,216,11,3,3,,,,,,,
224,143,1,56,6,3,,,,,,,
0,168,224,30,10,5,,,,,,,
1,89,228,109,5,5,,,,,,,
1,65,228,132,5,6,,,,,,,
38,108,193,90,3,5,,,,,,,
0,152,231,47,3,4,,,,,,,
3,143,228,56,3,4,,,,,,,
3,71,229,128,2,4,,,,,,,
5,71,225,128,4,4,,,,,,,
2,92,230,107,2,4,,,,,,,
1,73,231,124,2,6,,,,,,,
3,65,229,134,2,4,,,,,,,
14,198,216,0,1,4,,,,,,,
223,15,4,8,3,124,,,,,,,
226,11,3,15,2,163,,,,,,,
1,179,222,15,7,8,,,,,,,
227,1,1,195,2,6,,,,,,,
228,193,0,0,2,9,,,,,,,
214,2,10,189,6,11,,,,,,,
215,3,14,193,2,6,,,,,,,
210,1,0,178,20,11,,,,,,,
194,76,17,104,19,22,,,,,,,
2,134,208,38,20,30,,,,,,,
220,0,0,186,10,16,,,,,,,
215,0,5,186,10,16,,,,,,,
188,32,38,152,9,19,,,,,,,
143,26,84,161,8,16,,,,,,,
217,185,8,1,9,17,,,,,,,
188,30,38,158,8,15,,,,,,,
7,162,217,27,7,13,,,,,,,
215,26,9,163,7,13,,,,,,,
216,0,0,182,14,20,,,,,,,
0,65,223,123,8,14,,,,,,,
212,9,11,178,8,15,,,,,,,
41,186,181,2,9,14,,,,,,,
204,1,8,179,18,22,,,,,,,
0,148,221,38,13,17,,,,,,,
1,93,217,94,16,16,,,,,,,
11,150,211,38,12,15,,,,,,,
0,126,222,62,12,15,,,,,,,
1,90,219,98,14,15,,,,,,,
1,97,221,91,12,15,,,,,,,
2,55,220,133,12,15,,,,,,,
1,108,221,80,12,15,,,,,,,
208,187,12,1,10,14,,,,,,,
212,119,0,59,18,24,,,,,,,
212,173,0,5,18,24,,,,,,,
129,176,82,1,20,25,,,,,,,
221,180,0,4,10,17,,,,,,,
222,185,0,0,9,16,,,,,,,
221,184,0,0,10,17,,,,,,,
218,179,0,0,13,22,,,,,,,
199,15,13,163,19,23,,,,,,,
217,4,0,178,14,19,,,,,,,
0,112,223,75,12,15,,,,,,,
80,183,142,4,13,15,,,,,,,
4,180,222,6,9,16,,,,,,,
221,112,0,75,10,14,,,,,,,
215,7,7,174,9,20,,,,,,,
220,0,1,184,10,17,,,,,,,
197,66,26,110,12,26,,,,,,,
160,60,58,117,13,24,,,,,,,
215,77,0,97,16,27,,,,,,,
178,152,0,0,53,49,,,,,,,
180,154,1,0,51,47,,,,,,,
199,26,0,152,32,23,,,,,,,
199,161,0,16,32,24,,,,,,,
199,148,1,29,31,24,,,,,,,
201,16,13,170,17,14,,,,,,,
226,0,1,190,4,11,,,,,,,
227,0,0,190,4,11,,,,,,,
0,148,232,48,3,6,,,,,,,
0,175,230,22,5,5,,,,,,,
15,194,214,2,3,5,,,,,,,
225,123,0,72,6,6,,,,,,,
225,189,0,3,6,9,,,,,,,
213,15,12,180,6,6,,,,,,,
224,0,2,195,5,6,,,,,,,
223,0,2,193,6,8,,,,,,,
230,196,0,1,5,5,,,,,,,
9,185,220,10,6,7,,,,,,,
2,194,225,3,4,4,,,,,,,
224,88,2,108,5,5,,,,,,,
222,183,2,5,7,13,,,,,,,
0,137,214,51,17,13,,,,,,,
221,2,2,187,8,12,,,,,,,
216,2,3,193,12,6,,,,,,,
227,191,0,0,8,11,,,,,,,
224,43,0,151,7,7,,,,,,,
205,180,0,0,26,21,,,,,,,
205,182,0,0,26,19,,,,,,,
209,180,0,4,22,17,,,,,,,
209,180,0,1,22,20,,,,,,,
209,188,12,4,10,9,,,,,,,
219,193,1,0,11,8,,,,,,,
222,193,0,0,9,8,,,,,,,
218,192,0,0,13,9,,,,,,,
221,194,1,1,9,6,,,,,,,
222,196,0,0,9,5,,,,,,,
222,194,1,1,8,6,,,,,,,
222,2,0,190,9,9,,,,,,,
218,0,4,193,9,8,,,,,,,
215,0,6,193,8,8,,,,,,,
215,191,0,0,16,10,,,,,,,
220,45,8,151,3,5,,,,,,,
205,190,0,0,26,11,,,,,,,
220,0,2,190,9,11,,,,,,,
221,0,2,191,8,10,,,,,,,
146,195,79,0,6,6,,,,,,,
212,192,13,1,6,8,,,,,,,
13,176,215,18,7,8,,,,,,,
213,47,8,146,8,8,,,,,,,
4,171,213,16,14,14,,,,,,,
222,0,2,188,7,13,,,,,,,
222,0,2,179,7,22,,,,,,,
220,0,2,191,8,10,,,,,,,
219,1,3,185,8,15,,,,,,,
221,47,0,143,14,12,,,,,,,
2,177,219,13,10,11,,,,,,,
218,45,1,145,12,11,,,,,,,
0,183,212,1,19,17,,,,,,,
213,112,0,72,18,17,,,,,,,
200,178,0,0,31,23,,,,,,,
201,178,0,0,30,23,,,,,,,
200,179,0,0,31,22,,,,,,,
196,181,30,16,6,4,,,,,,,
224,152,0,0,6,8,,,,,,,
222,196,0,1,8,4,,,,,,,
224,185,0,12,7,4,,,,,,,
222,191,0,2,9,8,,,,,,,
216,0,1,191,14,10,,,,,,,
218,0,1,191,12,10,,,,,,,
217,0,0,193,14,8,,,,,,,
217,0,0,192,18,10,,,,,,,
80,194,144,0,7,7,,,,,,,
222,182,0,11,9,8,,,,,,,
222,0,1,196,8,5,,,,,,,
150,192,75,0,6,9,,,,,,,
225,164,0,30,6,7,,,,,,,
224,0,1,193,6,8,,,,,,,
223,4,1,187,7,10,,,,,,,
223,0,1,193,7,8,,,,,,,
221,1,0,193,10,7,,,,,,,
11,190,214,4,6,7,,,,,,,
225,39,0,154,6,8,,,,,,,
8,193,212,0,10,8,,,,,,,
221,165,0,27,10,9,,,,,,,
206,172,0,0,25,28,,,,,,,
206,169,0,3,25,28,,,,,,,
223,0,2,193,6,7,,,,,,,
224,0,1,193,6,7,,,,,,,
220,0,5,193,6,7,,,,,,,
217,0,5,193,9,7,,,,,,,
224,194,2,0,9,7,,,,,,,
0,163,227,30,8,8,,,,,,,
9,190,216,2,6,8,,,,,,,
223,41,0,148,8,11,,,,,,,
10,186,212,0,9,14,,,,,,,
210,22,9,164,12,14,,,,,,,
200,175,3,2,27,23,,,,,,,
206,177,0,0,25,23,,,,,,,
206,176,0,3,25,21,,,,,,,
223,0,2,194,6,6,,,,,,,
225,0,1,194,5,6,,,,,,,
224,0,2,194,5,6,,,,,,,
222,0,2,192,7,8,,,,,,,
218,187,1,1,13,12,,,,,,,
224,171,0,21,7,8,,,,,,,
224,187,0,3,7,10,,,,,,,
224,190,0,0,7,10,,,,,,,
193,195,32,1,6,4,,,,,,,
222,176,1,20,8,4,,,,,,,
221,0,3,196,7,4,,,,,,,
222,1,3,193,6,6,,,,,,,
226,194,0,0,5,6,,,,,,,
218,0,2,192,11,8,,,,,,,
225,196,0,0,6,4,,,,,,,
13,185,211,11,7,4,,,,,,,
219,158,0,38,12,4,,,,,,,
203,16,12,175,16,7,,,,,,,
229,44,2,154,2,2,,,,,,,
206,50,0,122,26,28,,,,,,,
205,172,0,0,27,28,,,,,,,
203,172,0,0,29,27,,,,,,,
196,0,5,168,23,32,,,,,,,
226,191,0,0,6,9,,,,,,,
226,191,0,0,6,9,,,,,,,
227,191,0,0,5,9,,,,,,,
225,0,1,189,6,11,,,,,,,
226,2,2,189,4,9,,,,,,,
227,4,1,185,4,11,,,,,,,
219,185,3,3,10,12,,,,,,,
48,188,176,2,8,10,,,,,,,
153,191,71,0,8,9,,,,,,,
222,69,0,122,10,9,,,,,,,
217,1,1,174,14,25,,,,,,,
217,0,1,178,14,22,,,,,,,
0,178,224,11,8,11,,,,,,,
222,39,1,152,9,9,,,,,,,
2,156,205,15,25,29,,,,,,,
4,166,209,13,19,21,,,,,,,
211,5,3,178,18,17,,,,,,,
213,5,1,182,18,13,,,,,,,
2,163,210,14,20,23,,,,,,,
221,0,3,185,8,15,,,,,,,
215,0,3,184,14,16,,,,,,,
0,164,222,20,10,16,,,,,,,
222,43,1,141,10,16,,,,,,,
202,61,0,102,30,37,,,,,,,
202,164,0,0,30,36,,,,,,,
204,154,0,0,28,38,,,,,,,
216,0,2,178,14,22,,,,,,,
221,181,0,0,11,19,,,,,,,
220,178,0,0,12,22,,,,,,,
1,176,226,14,5,10,,,,,,,
225,109,0,80,7,11,,,,,,,
224,190,0,0,8,10,,,,,,,
225,190,0,0,7,10,,,,,,,
220,189,0,0,12,11,,,,,,,
223,1,2,188,7,11,,,,,,,
222,0,2,191,8,9,,,,,,,
209,13,13,177,10,8,,,,,,,
11,185,216,10,5,5,,,,,,,
226,38,2,155,4,7,,,,,,,
1,190,222,0,9,10,,,,,,,
221,0,3,191,8,9,,,,,,,
224,0,3,192,5,8,,,,,,,
209,18,16,171,7,10,,,,,,,
3,170,225,19,8,12,,,,,,,
3,172,224,16,9,13,,,,,,,
0,170,225,15,7,15,,,,,,,
220,24,3,163,9,13,,,,,,,
185,166,0,0,47,34,,,,,,,
184,165,0,0,48,35,,,,,,,
187,164,0,0,45,36,,,,,,,
135,27,86,165,11,8,,,,,,,
215,3,5,189,12,8,,,,,,,
214,4,5,189,13,7,,,,,,,
223,138,0,54,9,8,,,,,,,
220,189,0,0,12,11,,,,,,,
223,187,0,0,9,13,,,,,,,
221,181,0,8,11,11,,,,,,,
203,0,0,178,29,22,,,,,,,
218,182,0,0,14,18,,,,,,,
216,179,0,0,16,21,,,,,,,
218,0,0,183,14,17,,,,,,,
216,0,0,182,16,18,,,,,,,
3,155,215,33,14,12,,,,,,,
222,47,0,142,11,11,,,,,,,
3,161,222,32,7,7,,,,,,,
224,0,4,188,4,12,,,,,,,
218,0,13,192,2,8,,,,,,,
225,177,7,18,4,6,,,,,,,
131,194,100,1,5,6,,,,,,,
14,184,214,8,5,8,,,,,,,
200,35,25,159,8,6,,,,,,,
213,183,0,0,19,17,,,,,,,
178,171,43,12,11,17,,,,,,,
109,176,116,16,8,8,,,,,,,
213,7,6,185,13,8,,,,,,,
217,0,4,192,11,8,,,,,,,
215,11,4,180,13,9,,,,,,,
211,189,13,2,8,9,,,,,,,
221,1,1,190,10,9,,,,,,,
222,3,1,189,9,8,,,,,,,
207,190,16,0,9,10,,,,,,,
222,31,1,158,13,12,,,,,,,
11,157,215,34,10,10,,,,,,,
3,169,223,22,10,10,,,,,,,
4,172,223,19,9,10,,,,,,,
4,162,220,26,12,13,,,,,,,
4,171,219,20,9,9,,,,,,,
219,39,3,152,10,9,,,,,,,
223,51,0,141,9,8,,,,,,,
36,182,182,4,14,14,,,,,,,
215,0,4,181,13,19,,,,,,,
220,0,3,182,10,18,,,,,,,
201,20,17,158,14,20,,,,,,,
12,172,203,1,17,27,,,,,,,
216,0,8,185,9,15,,,,,,,
216,182,0,6,16,12,,,,,,,
218,129,0,62,14,9,,,,,,,
216,190,0,1,16,9,,,,,,,
214,184,0,6,18,10,,,,,,,
224,0,1,189,7,11,,,,,,,
228,193,0,0,4,7,,,,,,,
227,180,0,13,5,7,,,,,,,
227,191,0,0,5,9,,,,,,,
227,154,0,36,5,10,,,,,,,
227,188,0,2,5,10,,,,,,,
228,189,0,0,4,11,,,,,,,
197,0,2,184,33,16,,,,,,,
203,18,14,167,15,13,,,,,,,
4,146,209,35,19,19,,,,,,,
220,1,3,192,9,7,,,,,,,
220,1,3,193,9,6,,,,,,,
223,1,2,192,7,7,,,,,,,
213,0,2,192,17,8,,,,,,,
4,150,213,39,15,11,,,,,,,
0,182,222,9,10,9,,,,,,,
225,45,0,147,7,8,,,,,,,
209,0,2,183,21,17,,,,,,,
219,0,5,185,8,15,,,,,,,
221,188,0,0,11,12,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
7,185,223,8,3,7,,,,,,,
214,4,15,188,3,8,,,,,,,
224,0,2,193,6,7,,,,,,,
221,0,2,193,9,7,,,,,,,
223,1,1,191,8,8,,,,,,,
168,1,59,191,9,9,,,,,,,
214,0,7,189,11,11,,,,,,,
0,172,231,18,5,11,,,,,,,
1,187,226,3,9,11,,,,,,,
1,167,224,21,11,13,,,,,,,
10,178,217,14,5,8,,,,,,,
227,64,0,127,5,9,,,,,,,
6,188,220,2,6,10,,,,,,,
222,5,5,184,5,11,,,,,,,
224,192,0,0,8,8,,,,,,,
226,51,0,141,7,8,,,,,,,
222,104,0,79,10,16,,,,,,,
222,183,0,2,10,14,,,,,,,
62,187,160,0,10,12,,,,,,,
220,187,1,0,11,12,,,,,,,
216,189,6,0,10,10,,,,,,,
143,185,81,2,8,12,,,,,,,
226,188,0,0,6,11,,,,,,,
224,134,0,55,8,10,,,,,,,
224,185,0,2,8,12,,,,,,,
223,185,0,3,9,11,,,,,,,
221,189,0,0,11,10,,,,,,,
213,1,3,185,16,13,,,,,,,
218,186,0,0,14,13,,,,,,,
216,0,6,186,10,13,,,,,,,
218,0,8,187,6,12,,,,,,,
222,185,0,2,10,12,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
221,14,7,174,5,11,,,,,,,
201,172,0,0,31,27,,,,,,,
212,176,0,0,20,23,,,,,,,
195,177,9,0,19,21,,,,,,,
212,178,0,0,20,21,,,,,,,
222,1,1,188,9,10,,,,,,,
226,0,0,191,6,8,,,,,,,
222,0,2,191,8,8,,,,,,,
225,0,1,190,6,9,,,,,,,
2,171,225,21,5,7,,,,,,,
225,78,3,113,4,8,,,,,,,
182,188,45,4,5,7,,,,,,,
225,0,0,191,7,8,,,,,,,
226,0,3,190,4,9,,,,,,,
211,0,1,179,20,20,,,,,,,
204,170,0,0,28,29,,,,,,,
222,0,0,184,10,15,,,,,,,
226,0,0,189,6,10,,,,,,,
227,0,0,191,5,8,,,,,,,
11,194,215,0,6,5,,,,,,,
217,5,10,189,5,5,,,,,,,
222,0,3,191,7,8,,,,,,,
220,165,2,25,10,11,,,,,,,
212,175,0,0,19,26,,,,,,,
213,177,0,0,18,24,,,,,,,
215,0,0,183,16,18,,,,,,,
212,0,3,182,16,19,,,,,,,
183,1,34,184,14,16,,,,,,,
216,0,1,185,14,16,,,,,,,
214,0,4,185,13,16,,,,,,,
216,184,0,0,16,17,,,,,,,
212,41,8,146,10,14,,,,,,,
201,5,18,183,12,13,,,,,,,
217,186,1,0,13,14,,,,,,,
220,0,0,187,11,14,,,,,,,
215,0,1,189,15,12,,,,,,,
216,189,0,0,15,12,,,,,,,
219,95,4,96,9,10,,,,,,,
216,144,3,50,12,7,,,,,,,
221,190,0,0,11,11,,,,,,,
217,191,0,0,14,10,,,,,,,
219,192,0,0,12,9,,,,,,,
220,193,0,0,11,8,,,,,,,
157,195,64,0,11,6,,,,,,,
219,192,0,3,12,6,,,,,,,
215,192,0,0,16,9,,,,,,,
78,194,141,1,12,6,,,,,,,
