Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
227,156,0,0,26,22,,56,0,1,40,0,1
227,108,2,48,24,22,,53,0,3,40,1,1
228,154,0,0,25,24,,2,40,54,0,1,1
228,0,14,170,11,8,,50,0,6,40,1,1
246,170,0,0,7,8,,54,0,2,40,1,1
246,163,0,1,7,13,,55,0,1,40,1,1
223,168,23,1,7,9,,52,0,4,40,1,1
238,24,8,145,7,9,,2,40,54,0,1,1
242,166,0,2,11,10,,52,0,4,40,1,1
246,175,0,0,7,3,,56,0,0,39,1,2
243,172,0,1,10,4,,3,39,52,0,2,2
241,173,0,0,12,5,,55,2,0,37,2,2
236,0,13,171,4,7,,56,3,0,36,1,2
212,0,38,171,4,7,,1,39,54,0,2,2
248,155,0,13,5,10,,0,36,55,2,2,3
211,6,35,166,8,6,,53,0,2,38,2,3
217,158,0,1,34,19,,3,37,52,1,2,3
231,32,7,135,14,11,,54,0,1,38,2,3
236,166,0,0,16,12,,0,40,53,0,4,1
238,164,0,0,14,14,,5,40,51,0,1,1
220,5,28,167,4,6,,53,0,3,40,1,1
247,171,0,1,5,6,,56,0,0,40,1,1
246,170,0,0,6,8,,51,0,5,40,1,1
60,5,189,167,3,6,,54,0,2,40,1,1
242,167,0,0,10,11,,0,39,54,0,3,2
239,165,0,1,13,12,,54,0,3,40,0,1
NA,NA,NA,NA,NA,NA,,56,0,0,40,1,1
242,170,0,0,10,8,,2,40,55,0,0,1
245,165,0,0,7,13,,53,0,3,40,1,1
246,170,0,0,6,8,,55,0,1,40,1,1
251,172,0,0,1,6,,54,0,3,40,0,1
244,160,0,2,2,7,,57,0,0,40,0,1
240,162,1,0,5,7,,54,2,0,35,3,4
247,167,0,0,5,10,,47,0,4,35,6,6
213,38,5,98,34,42,,54,4,0,34,3,3
186,17,29,115,37,45,,55,1,1,39,1,1
216,129,1,4,35,45,,49,0,5,41,3,0
235,157,0,0,17,21,,57,1,2,0,40,0
230,154,0,0,22,24,,48,0,7,41,2,0
234,155,0,0,18,23,,51,0,4,41,2,0
232,152,0,2,20,24,,43,40,12,1,2,0
246,170,0,0,6,8,,55,3,0,38,2,0
245,172,0,0,7,6,,54,3,0,38,3,0
245,167,0,1,7,10,,55,27,0,10,2,4
249,171,0,0,3,7,,56,20,0,19,1,2
247,174,0,0,5,4,,56,8,0,32,1,1
246,173,0,0,6,5,,56,14,0,24,1,3
237,42,2,130,7,6,,56,19,0,20,1,2
245,171,0,0,7,7,,56,40,0,0,1,1
237,150,5,20,10,8,,55,0,2,39,0,2
247,171,0,1,5,6,,48,1,0,31,9,9
247,139,0,33,5,6,,55,0,1,40,1,1
242,171,1,0,9,7,,54,0,2,40,1,1
246,173,0,0,6,5,,56,40,0,0,1,1
222,0,28,175,3,3,,55,39,0,1,2,1
231,1,16,171,5,6,,55,39,0,1,2,1
238,159,0,0,11,10,,55,36,1,4,1,1
232,0,10,171,10,7,,56,40,0,0,1,1
239,169,0,0,13,9,,0,38,57,2,0,1
235,147,3,23,14,8,,56,3,0,33,1,5
241,168,0,1,11,9,,7,28,49,8,1,5
235,1,6,165,11,12,,29,3,27,33,1,5
240,49,4,117,8,12,,55,39,0,0,2,2
244,166,0,0,8,12,,6,30,50,11,1,0
207,169,36,1,9,7,,55,6,1,35,1,0
229,4,11,167,12,7,,2,41,54,0,1,0
31,169,215,0,6,9,,56,5,0,36,1,0
236,8,9,161,7,9,,3,39,53,2,1,0
243,50,1,114,8,14,,49,41,7,0,1,0
234,138,4,27,14,13,,0,39,55,2,2,0
235,164,0,0,17,14,,56,40,0,1,1,0
235,163,0,2,17,13,,52,11,4,30,1,0
232,163,0,0,20,15,,19,41,37,0,1,0
56,171,179,1,17,6,,1,41,0,56,0,2
232,170,0,0,20,8,,46,17,9,23,2,1
215,172,21,0,16,6,,1,39,52,1,4,1
230,58,2,114,20,6,,7,40,44,0,6,1
232,171,0,0,20,7,,52,40,0,0,5,1
198,13,30,156,24,9,,6,41,48,0,3,0
232,167,0,0,20,11,,3,40,52,1,2,0
243,177,0,0,9,1,,38,41,17,0,2,0
245,175,0,0,7,3,,18,38,35,2,4,1
215,14,27,162,10,2,,35,40,19,0,3,1
245,173,0,3,7,2,,53,2,3,39,1,0
228,0,19,176,5,2,,32,2,21,39,4,0
230,0,22,178,0,0,,55,3,2,2,38,0
252,177,0,0,0,1,,55,3,1,38,1,0
228,0,24,178,0,0,,53,4,2,37,2,0
224,0,28,178,0,0,,22,37,29,0,6,4
251,175,0,0,1,3,,50,36,2,1,5,4
219,0,34,178,0,0,,12,39,43,1,2,1
21,178,232,0,0,0,,13,40,43,0,1,1
220,0,33,178,0,0,,13,40,42,0,2,1
248,173,0,0,4,5,,17,0,39,40,1,1
231,169,0,0,21,8,,50,1,6,39,1,1
242,171,0,0,10,6,,47,1,8,39,2,1
240,167,0,0,12,10,,55,12,1,28,1,1
240,0,5,174,7,3,,6,39,49,1,2,1
233,0,14,173,5,4,,19,40,36,0,2,1
244,172,0,0,8,5,,54,4,1,34,2,3
243,167,0,2,9,8,,3,34,52,4,2,3
248,168,0,4,4,5,,53,12,2,26,2,3
245,152,0,19,7,6,,53,35,0,0,4,6
225,11,17,158,10,8,,53,35,0,0,4,6
232,1,17,174,3,2,,55,0,1,41,1,0
247,173,0,2,5,2,,53,0,3,41,1,0
10,174,239,0,3,3,,16,40,40,0,1,1
242,4,7,171,3,2,,56,0,0,41,1,0
248,160,0,13,3,4,,37,0,19,41,1,0
245,171,0,1,7,5,,6,41,0,51,0,2
239,0,3,173,10,4,,54,39,0,0,3,2
234,5,8,167,10,4,,55,39,0,0,2,2
243,163,1,0,3,4,,34,0,21,39,2,2
231,0,17,173,4,4,,8,39,48,0,1,2
221,20,27,151,4,6,,53,8,2,31,2,2
242,34,6,139,4,4,,44,0,11,40,2,1
249,0,1,171,2,6,,54,4,1,36,2,1
246,171,0,0,6,6,,8,37,47,3,2,1
225,0,25,174,2,3,,1,40,55,0,1,1
220,0,32,175,1,2,,55,0,1,38,1,3
230,150,0,7,22,20,,52,35,0,0,5,6
240,157,0,0,12,20,,53,34,0,0,4,7
238,156,1,0,11,21,,54,1,1,39,2,1
233,152,1,0,16,24,,54,0,0,40,3,1
241,168,0,0,11,9,,56,41,0,0,1,0
243,156,0,9,9,12,,55,0,1,40,1,1
244,150,0,18,8,9,,48,31,0,0,8,10
235,0,3,154,9,11,,56,8,2,0,33,0
240,164,0,0,13,13,,56,41,2,0,0,0
235,0,3,168,14,9,,54,2,2,36,0,3
236,165,0,0,17,12,,49,35,0,0,7,6
234,151,0,0,14,13,,55,3,1,37,0,1
238,56,2,107,19,14,,55,3,2,1,38,0
28,164,214,0,11,13,,55,3,2,1,38,0
240,38,2,126,11,13,,56,2,2,1,39,0
229,161,0,0,12,16,,2,40,54,0,1,1
240,49,1,111,12,17,,9,40,47,0,1,1
236,161,0,4,17,12,,14,40,42,0,1,1
242,165,0,0,11,12,,2,37,54,3,1,1
245,174,0,0,8,3,,5,38,51,2,1,1
243,174,0,0,10,3,,55,2,1,38,1,1
239,173,0,0,15,4,,57,40,2,0,1,0
24,163,218,0,6,3,,57,41,2,0,0,0
241,161,0,0,7,4,,56,2,0,37,1,2
232,171,7,4,11,2,,45,0,11,39,1,2
239,168,0,2,14,7,,56,0,1,40,0,1
214,156,0,0,39,21,,56,0,2,1,41,0
219,156,0,0,34,21,,56,12,0,23,1,6
218,153,0,0,35,24,,57,36,0,0,0,5
242,169,0,0,11,8,,57,2,0,38,0,1
244,108,0,62,9,7,,57,2,0,38,0,1
232,170,15,0,6,7,,2,40,0,55,1,2
247,169,0,0,12,8,,2,40,0,55,1,2
249,168,0,2,10,7,,57,2,2,0,39,0
247,172,1,0,5,5,,56,5,2,1,36,0
247,170,0,3,6,4,,53,16,0,21,4,4
218,0,17,171,18,6,,7,39,50,0,0,2
221,1,20,170,12,6,,54,0,3,39,0,2
196,3,21,165,36,9,,57,2,0,37,0,2
74,149,160,19,25,9,,16,25,40,16,1,0
46,118,187,49,26,10,,12,39,45,1,0,1
12,1,221,165,26,11,,57,2,0,38,0,1
187,114,47,53,25,10,,57,2,0,38,0,1
11,0,221,166,27,11,,54,0,3,40,0,1
50,62,181,104,28,11,,3,40,54,0,0,1
55,116,175,48,29,13,,57,0,0,39,0,2
32,162,192,6,29,9,,44,2,0,25,13,14
184,39,40,129,28,9,,52,0,4,40,1,1
220,150,0,2,33,25,,56,26,0,14,1,1
227,151,0,2,26,24,,0,40,57,0,0,1
226,152,1,0,26,25,,8,40,49,0,0,1
246,172,0,0,7,5,,4,35,53,5,0,1
247,168,0,0,6,7,,56,11,1,29,0,1
246,50,0,119,7,8,,52,1,2,37,3,3
229,0,11,171,13,6,,56,0,1,40,0,1
247,170,0,0,6,7,,56,16,1,24,0,1
244,24,0,147,9,6,,51,4,0,27,6,10
14,166,236,1,9,10,,54,14,0,26,2,2
23,167,227,1,9,9,,21,40,34,0,1,2
178,168,67,1,8,8,,41,2,15,38,0,2
234,12,7,154,12,11,,7,32,46,8,3,2
228,160,0,0,25,17,,0,36,56,4,0,2
231,163,0,0,22,14,,56,15,0,25,0,2
234,161,0,0,19,16,,52,0,4,31,0,11
243,0,5,172,5,5,,52,0,4,32,0,10
246,171,0,0,7,6,,0,0,53,40,3,2
247,171,0,0,6,6,,54,40,0,0,2,2
252,165,1,5,6,7,,45,23,9,17,2,2
2,161,250,8,7,8,,49,38,5,2,2,2
253,1,3,170,3,6,,48,40,6,0,2,2
241,9,13,161,5,7,,53,40,1,0,2,2
254,159,0,10,5,8,,53,0,3,40,0,2
246,2,3,168,10,7,,52,0,4,40,0,2
249,170,0,0,10,7,,52,5,4,36,0,1
251,168,0,0,8,9,,55,0,1,41,0,1
121,171,125,1,7,5,,54,1,1,39,1,2
236,44,0,128,17,5,,38,26,7,3,11,13
231,171,0,0,22,6,,45,37,9,5,2,0
228,36,3,119,22,22,,5,42,50,0,1,0
233,124,0,32,20,21,,1,36,0,55,6,2
235,155,0,0,18,22,,42,0,1,14,42,1
245,119,1,44,7,14,,43,37,1,13,5,1
246,15,0,148,8,14,,55,9,0,32,1,1
246,164,0,0,7,13,,50,3,5,36,1,3
243,162,0,1,10,14,,55,6,0,33,1,3
247,163,0,1,6,13,,54,39,0,0,2,3
246,159,0,2,7,15,,55,8,0,31,1,3
245,162,0,1,7,14,,0,36,55,3,1,3
242,164,0,1,11,12,,0,32,53,5,3,5
244,166,3,1,6,10,,53,37,0,0,3,5
239,162,0,0,10,11,,0,33,54,8,2,1
241,164,0,0,10,9,,0,33,54,8,2,1
242,166,0,1,12,10,,0,35,54,6,2,1
240,0,9,168,5,9,,52,28,2,12,2,2
247,166,0,1,7,10,,52,25,2,14,2,3
245,164,0,1,9,12,,53,1,1,38,2,3
218,153,0,0,36,23,,54,2,0,37,2,3
219,146,0,6,35,24,,54,11,0,28,2,3
216,150,0,4,38,22,,0,32,54,7,2,3
248,165,0,2,6,9,,53,7,0,31,3,4
248,166,0,1,6,9,,0,34,53,4,3,4
245,166,1,2,8,9,,0,31,53,7,3,4
246,162,0,4,8,10,,0,30,53,8,3,4
244,159,0,4,10,14,,56,13,0,26,0,3
249,167,0,0,5,10,,51,36,0,0,5,6
246,165,0,0,7,10,,,,,,,
244,166,0,0,10,11,,,,,,,
239,164,0,0,15,13,,,,,,,
245,169,0,0,9,8,,,,,,,
241,167,0,0,13,10,,,,,,,
239,132,0,36,15,9,,,,,,,
220,10,27,160,7,7,,,,,,,
240,1,11,167,3,9,,,,,,,
212,168,0,0,6,9,,,,,,,
245,167,0,0,8,10,,,,,,,
249,172,0,0,11,5,,,,,,,
252,171,0,0,8,6,,,,,,,
254,87,0,85,6,5,,,,,,,
246,164,0,8,14,5,,,,,,,
246,126,5,47,9,4,,,,,,,
206,12,49,161,6,4,,,,,,,
136,57,115,116,6,4,,,,,,,
229,5,26,168,6,4,,,,,,,
243,10,11,161,6,6,,,,,,,
214,16,31,151,9,9,,,,,,,
246,172,0,0,8,5,,,,,,,
235,0,13,169,6,8,,,,,,,
215,0,34,172,6,5,,,,,,,
221,0,29,170,5,7,,,,,,,
214,1,34,170,7,6,,,,,,,
230,15,15,156,10,6,,,,,,,
5,170,242,1,7,6,,,,,,,
0,163,239,5,15,9,,,,,,,
26,171,215,0,13,6,,,,,,,
244,165,0,0,10,12,,,,,,,
179,169,68,0,7,8,,,,,,,
12,169,233,1,9,7,,,,,,,
245,17,0,150,10,10,,,,,,,
248,168,0,1,12,8,,,,,,,
224,3,18,165,12,9,,,,,,,
114,168,130,1,10,8,,,,,,,
220,9,26,160,9,8,,,,,,,
201,146,0,0,53,31,,,,,,,
208,146,0,0,46,31,,,,,,,
230,0,10,170,14,7,,,,,,,
239,0,4,168,11,9,,,,,,,
222,19,20,150,12,8,,,,,,,
243,147,0,22,11,8,,,,,,,
28,170,217,0,9,7,,,,,,,
244,125,0,44,10,8,,,,,,,
247,169,0,0,7,8,,,,,,,
244,165,0,0,10,12,,,,,,,
250,167,0,3,10,7,,,,,,,
7,124,243,46,10,7,,,,,,,
1,105,251,65,8,7,,,,,,,
12,109,240,61,8,7,,,,,,,
250,170,3,1,7,6,,,,,,,
247,169,0,0,12,8,,,,,,,
241,165,1,3,12,9,,,,,,,
245,165,0,0,8,12,,,,,,,
214,145,0,0,40,32,,,,,,,
212,148,0,0,42,30,,,,,,,
210,147,0,0,44,31,,,,,,,
245,164,0,0,9,14,,,,,,,
228,0,20,166,6,12,,,,,,,
230,19,16,147,8,12,,,,,,,
249,167,0,0,5,11,,,,,,,
21,166,229,1,4,11,,,,,,,
242,5,8,162,4,11,,,,,,,
246,159,0,5,8,14,,,,,,,
249,172,0,0,5,6,,,,,,,
248,168,0,3,6,7,,,,,,,
249,171,0,0,5,7,,,,,,,
241,0,7,172,6,6,,,,,,,
237,0,10,169,7,9,,,,,,,
248,170,0,0,6,8,,,,,,,
255,165,0,0,5,13,,,,,,,
249,165,0,0,11,12,,,,,,,
252,166,0,3,8,9,,,,,,,
9,171,237,0,8,7,,,,,,,
238,3,13,169,3,6,,,,,,,
234,154,0,0,20,24,,,,,,,
234,156,0,0,20,22,,,,,,,
235,136,0,20,19,22,,,,,,,
247,164,0,0,7,14,,,,,,,
246,159,0,6,8,13,,,,,,,
247,163,0,0,7,15,,,,,,,
251,169,0,1,3,6,,,,,,,
248,133,0,41,6,4,,,,,,,
247,172,0,0,7,6,,,,,,,
243,0,8,173,3,5,,,,,,,
220,0,34,171,1,7,,,,,,,
250,173,0,0,4,5,,,,,,,
0,57,255,114,5,7,,,,,,,
243,31,12,140,5,7,,,,,,,
37,171,216,1,2,6,,,,,,,
217,2,36,170,2,6,,,,,,,
247,165,1,1,6,12,,,,,,,
247,170,1,0,6,8,,,,,,,
241,167,6,2,7,9,,,,,,,
206,13,26,149,22,15,,,,,,,
232,163,4,1,18,13,,,,,,,
3,20,232,147,19,11,,,,,,,
231,30,16,139,8,9,,,,,,,
243,169,0,2,11,7,,,,,,,
242,170,5,1,7,7,,,,,,,
244,165,0,5,10,8,,,,,,,
244,171,0,0,10,7,,,,,,,
239,170,0,0,15,8,,,,,,,
248,171,0,0,6,7,,,,,,,
246,171,0,0,8,7,,,,,,,
242,1,9,173,3,4,,,,,,,
237,0,14,175,3,3,,,,,,,
249,171,0,0,5,7,,,,,,,
213,9,27,159,14,10,,,,,,,
234,0,14,175,6,3,,,,,,,
246,175,1,0,7,3,,,,,,,
23,175,229,0,2,3,,,,,,,
234,3,19,173,2,2,,,,,,,
242,169,0,0,12,9,,,,,,,
238,172,0,0,16,6,,,,,,,
237,173,0,0,17,5,,,,,,,
241,171,0,0,13,6,,,,,,,
231,0,14,175,9,3,,,,,,,
239,172,1,3,14,3,,,,,,,
236,174,0,0,18,4,,,,,,,
246,168,0,1,8,9,,,,,,,
220,0,27,169,7,9,,,,,,,
241,29,11,142,3,7,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
241,167,3,1,10,10,,,,,,,
242,155,0,15,12,8,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
215,0,38,172,2,6,,,,,,,
238,165,0,1,16,12,,,,,,,
236,3,15,167,4,7,,,,,,,
22,3,208,168,3,7,,,,,,,
93,7,157,164,4,7,,,,,,,
153,9,98,162,4,7,,,,,,,
225,125,0,26,29,27,,,,,,,
225,39,1,113,28,26,,,,,,,
228,151,0,0,26,27,,,,,,,
232,0,11,173,11,5,,,,,,,
237,1,9,171,8,6,,,,,,,
247,173,0,0,7,5,,,,,,,
129,174,119,0,6,4,,,,,,,
245,45,2,129,7,4,,,,,,,
244,170,0,0,10,8,,,,,,,
238,1,8,174,8,3,,,,,,,
252,171,1,2,7,5,,,,,,,
249,172,0,0,11,6,,,,,,,
19,172,227,2,8,4,,,,,,,
244,85,1,89,9,4,,,,,,,
225,144,0,0,29,34,,,,,,,
224,131,0,16,30,31,,,,,,,
222,151,0,0,32,27,,,,,,,
236,164,2,4,14,10,,,,,,,
239,163,0,0,15,15,,,,,,,
241,167,0,0,13,11,,,,,,,
242,171,0,0,12,7,,,,,,,
248,78,0,92,6,8,,,,,,,
249,129,1,42,4,7,,,,,,,
240,156,3,11,9,11,,,,,,,
233,0,15,170,6,8,,,,,,,
249,167,0,3,5,8,,,,,,,
249,168,0,0,5,10,,,,,,,
236,1,10,170,8,7,,,,,,,
246,167,0,4,8,7,,,,,,,
241,31,10,142,4,5,,,,,,,
246,165,0,0,8,13,,,,,,,
234,0,11,168,9,10,,,,,,,
227,1,17,166,10,11,,,,,,,
223,27,0,124,31,27,,,,,,,
224,153,0,0,30,25,,,,,,,
220,128,0,23,34,27,,,,,,,
217,5,31,165,6,8,,,,,,,
231,163,17,6,6,9,,,,,,,
242,169,0,0,10,9,,,,,,,
32,6,209,163,10,8,,,,,,,
148,160,102,12,4,6,,,,,,,
248,165,0,0,6,13,,,,,,,
243,0,7,171,4,7,,,,,,,
247,132,0,38,7,8,,,,,,,
246,170,0,0,8,8,,,,,,,
139,168,112,1,3,9,,,,,,,
182,171,69,0,9,7,,,,,,,
20,108,234,62,6,8,,,,,,,
247,164,0,6,7,8,,,,,,,
218,13,32,157,4,8,,,,,,,
236,0,12,167,6,11,,,,,,,
231,0,17,168,6,10,,,,,,,
233,0,13,169,8,9,,,,,,,
246,89,2,79,6,10,,,,,,,
41,165,214,3,5,10,,,,,,,
30,167,224,1,6,10,,,,,,,
13,156,240,12,7,10,,,,,,,
243,12,4,155,7,11,,,,,,,
12,165,244,3,4,10,,,,,,,
7,152,250,15,3,11,,,,,,,
6,123,250,43,4,12,,,,,,,
12,151,243,17,5,10,,,,,,,
9,148,247,20,4,10,,,,,,,
14,151,242,16,4,11,,,,,,,
13,146,243,21,4,11,,,,,,,
237,14,13,154,4,10,,,,,,,
220,0,29,165,5,13,,,,,,,
241,162,0,1,13,15,,,,,,,
247,155,1,10,6,13,,,,,,,
249,161,0,0,5,17,,,,,,,
246,162,0,0,8,16,,,,,,,
10,161,234,0,10,17,,,,,,,
247,68,1,92,7,18,,,,,,,
238,12,13,148,9,17,,,,,,,
249,155,0,1,11,22,,,,,,,
247,152,3,5,10,21,,,,,,,
243,15,5,144,12,19,,,,,,,
213,3,39,156,9,18,,,,,,,
17,149,228,11,8,18,,,,,,,
207,2,39,154,9,21,,,,,,,
239,2,1,153,14,23,,,,,,,
235,1,6,157,13,20,,,,,,,
244,0,4,160,6,18,,,,,,,
229,0,16,157,9,21,,,,,,,
245,2,3,158,7,18,,,,,,,
220,158,0,0,34,20,,,,,,,
220,158,0,0,34,20,,,,,,,
232,139,1,35,21,4,,,,,,,
237,174,0,0,17,4,,,,,,,
235,173,0,0,19,5,,,,,,,
236,173,0,0,18,5,,,,,,,
237,173,0,0,18,5,,,,,,,
226,0,15,171,13,7,,,,,,,
223,2,17,171,14,5,,,,,,,
239,170,0,0,15,8,,,,,,,
238,164,0,0,22,14,,,,,,,
234,6,5,167,15,5,,,,,,,
231,165,0,2,23,11,,,,,,,
214,1,6,168,34,9,,,,,,,
218,106,0,64,36,8,,,,,,,
235,1,6,166,13,11,,,,,,,
230,0,11,170,13,8,,,,,,,
226,0,16,170,12,8,,,,,,,
242,2,2,172,10,4,,,,,,,
246,12,0,160,8,6,,,,,,,
236,1,13,174,6,3,,,,,,,
246,166,0,3,8,9,,,,,,,
246,147,0,24,8,7,,,,,,,
247,165,0,5,7,8,,,,,,,
247,170,0,1,7,7,,,,,,,
244,140,1,31,9,7,,,,,,,
1,1,241,168,11,9,,,,,,,
210,0,39,170,6,8,,,,,,,
235,0,12,171,7,7,,,,,,,
233,1,14,169,7,8,,,,,,,
14,171,240,4,1,3,,,,,,,
251,17,3,157,1,4,,,,,,,
251,174,0,0,3,4,,,,,,,
249,109,2,64,3,5,,,,,,,
247,169,0,1,7,8,,,,,,,
249,99,5,74,1,5,,,,,,,
251,74,1,97,2,7,,,,,,,
251,161,0,10,3,7,,,,,,,
249,87,1,81,4,10,,,,,,,
243,1,9,172,2,5,,,,,,,
240,0,13,173,1,5,,,,,,,
233,0,19,172,2,6,,,,,,,
185,119,64,54,5,5,,,,,,,
249,92,2,80,3,6,,,,,,,
251,45,1,128,2,5,,,,,,,
227,1,22,172,5,5,,,,,,,
227,159,2,3,25,16,,,,,,,
221,164,0,0,32,14,,,,,,,
214,162,0,0,40,16,,,,,,,
224,161,0,1,30,16,,,,,,,
242,173,0,0,12,5,,,,,,,
235,171,0,0,19,7,,,,,,,
236,165,0,0,18,13,,,,,,,
223,11,21,163,10,5,,,,,,,
16,169,230,5,8,5,,,,,,,
245,172,0,0,9,7,,,,,,,
245,172,2,1,7,6,,,,,,,
239,0,3,168,12,11,,,,,,,
234,1,4,167,16,11,,,,,,,
240,14,3,149,11,16,,,,,,,
237,21,11,143,7,15,,,,,,,
239,127,8,32,7,21,,,,,,,
212,154,0,0,42,25,,,,,,,
211,152,0,0,43,27,,,,,,,
221,2,9,159,24,18,,,,,,,
240,16,3,149,11,14,,,,,,,
240,168,0,0,14,11,,,,,,,
238,166,0,0,16,13,,,,,,,
232,0,11,169,11,10,,,,,,,
229,1,12,162,13,16,,,,,,,
236,0,6,166,12,13,,,,,,,
238,168,0,0,16,11,,,,,,,
238,165,1,1,15,13,,,,,,,
240,165,0,2,14,12,,,,,,,
237,2,8,170,9,7,,,,,,,
243,172,0,0,11,7,,,,,,,
241,170,0,0,13,9,,,,,,,
224,0,17,169,13,10,,,,,,,
213,0,33,170,9,9,,,,,,,
239,166,0,0,15,13,,,,,,,
244,168,0,0,10,11,,,,,,,
243,170,0,0,11,9,,,,,,,
250,166,0,3,5,10,,,,,,,
30,170,220,1,4,8,,,,,,,
247,17,4,153,4,9,,,,,,,
231,3,20,168,4,8,,,,,,,
248,165,0,0,6,14,,,,,,,
143,3,105,162,6,14,,,,,,,
170,163,77,2,7,14,,,,,,,
225,157,0,0,29,22,,,,,,,
225,154,0,0,29,25,,,,,,,
230,157,0,1,24,21,,,,,,,
228,26,12,141,15,12,,,,,,,
238,164,0,1,17,14,,,,,,,
235,165,3,1,16,13,,,,,,,
239,167,0,0,15,12,,,,,,,
215,0,27,167,12,12,,,,,,,
213,1,27,166,14,12,,,,,,,
240,154,0,13,14,11,,,,,,,
235,124,2,42,13,12,,,,,,,
207,0,37,169,11,10,,,,,,,
239,85,0,81,15,13,,,,,,,
242,167,0,0,12,12,,,,,,,
212,0,35,171,8,8,,,,,,,
211,0,37,171,7,8,,,,,,,
238,163,0,2,16,14,,,,,,,
208,8,38,160,9,11,,,,,,,
243,166,1,1,10,12,,,,,,,
220,151,0,1,34,27,,,,,,,
211,153,0,0,43,26,,,,,,,
200,1,13,154,41,24,,,,,,,
210,153,0,0,44,26,,,,,,,
239,166,0,0,15,13,,,,,,,
236,154,0,8,18,13,,,,,,,
