Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
214,3,22,187,4,3,,50,4,0,42,1,1
223,25,13,164,4,4,,50,44,0,0,1,3
224,15,10,176,6,2,,51,41,0,0,0,6
86,18,150,172,3,2,,51,19,0,28,0,0
115,0,124,192,1,1,,48,2,2,3,45,0
232,17,5,174,3,2,,0,42,50,5,1,0
141,172,97,20,2,1,,49,1,1,42,0,1
176,0,60,190,4,3,,41,32,4,3,6,12
226,42,13,150,1,1,,34,40,9,3,0,1
230,44,7,148,3,1,,0,40,50,5,1,2
180,10,59,182,1,1,,0,0,50,45,1,2
176,0,60,190,4,3,,0,42,50,3,1,2
6,85,234,105,0,3,,0,7,50,38,1,2
234,13,1,174,5,6,,36,42,13,4,2,1
79,188,156,3,4,2,,46,37,2,8,3,2
234,10,4,177,2,6,,48,41,0,4,3,2
89,48,149,143,1,2,,30,41,18,4,3,2
227,5,12,185,1,3,,44,26,0,16,7,5
231,19,7,170,2,4,,19,35,32,12,0,0
236,13,1,178,2,2,,6,47,44,0,1,0
6,154,233,37,1,2,,49,47,0,0,2,0
2,161,235,30,3,2,,5,34,45,13,1,0
30,118,209,72,1,3,,38,33,2,13,14,0
7,91,232,99,1,3,,4,36,1,47,11,1
231,58,4,132,5,2,,51,11,0,35,0,1
230,10,7,178,2,5,,51,47,2,0,0,0
230,13,9,176,1,4,,47,0,2,4,47,0
32,164,206,25,2,4,,2,45,49,0,0,2
236,13,2,175,2,5,,0,41,51,4,0,2
236,3,2,185,2,5,,48,5,0,42,3,0
238,3,0,187,2,3,,40,2,0,40,11,5
234,3,4,187,2,3,,1,43,49,4,1,0
238,8,0,182,2,3,,2,23,48,24,1,0
75,108,164,82,1,3,,50,27,0,20,1,0
12,111,227,79,1,3,,17,46,32,0,2,1
147,0,92,189,1,4,,49,38,0,8,2,1
13,143,224,45,3,5,,48,44,0,0,3,3
22,46,215,142,3,5,,50,32,0,8,1,7
60,14,175,173,5,6,,47,25,1,21,3,1
171,6,63,180,6,7,,49,18,1,26,1,3
3,84,234,104,3,5,,49,0,2,2,47,0
11,163,226,25,3,5,,51,36,2,0,11,0
238,3,0,185,2,5,,51,18,0,26,0,3
210,5,28,182,2,6,,51,3,0,40,0,4
25,66,213,120,2,7,,50,28,0,13,1,6
219,8,18,179,3,6,,51,16,0,30,0,1
51,134,187,54,2,5,,51,16,0,30,0,1
236,41,2,147,2,5,,51,44,0,2,0,1
198,43,39,145,3,5,,49,0,0,46,2,1
6,26,232,162,2,5,,50,46,0,0,1,1
5,69,232,119,3,5,,51,47,2,0,0,0
228,11,9,177,3,5,,51,23,0,23,0,1
222,8,15,180,3,5,,51,6,2,0,41,0
236,5,1,183,3,5,,50,24,0,20,1,3
63,0,174,188,3,5,,48,1,3,45,0,1
221,16,17,172,2,5,,45,28,1,6,19,1
215,16,21,170,4,7,,50,44,0,2,1,1
183,78,53,105,4,10,,50,41,0,5,1,1
210,0,26,184,4,9,,11,36,39,10,1,1
227,6,9,178,4,9,,6,7,44,39,0,1
6,70,230,114,4,9,,39,9,11,37,1,1
227,8,10,175,3,10,,47,40,3,6,1,1
208,51,28,131,4,11,,1,44,48,2,2,1
229,16,9,167,2,10,,46,6,0,33,5,8
235,9,3,176,2,8,,51,8,0,38,0,1
190,1,46,184,4,8,,7,47,43,0,1,0
206,79,31,105,3,9,,1,19,49,27,1,1
223,17,14,168,3,8,,50,10,0,37,1,0
220,19,18,165,2,9,,0,14,50,32,1,1
227,7,10,177,3,9,,0,36,49,10,2,1
235,4,1,181,4,8,,50,40,0,6,1,1
204,5,34,179,2,9,,48,34,0,8,3,5
234,21,4,164,2,8,,50,47,0,0,1,0
235,4,2,181,3,8,,1,43,1,50,4,1
18,103,218,82,4,8,,0,44,50,2,1,1
93,0,144,184,3,9,,0,46,50,1,1,0
189,0,48,185,3,8,,0,40,50,5,1,2
235,0,2,185,3,8,,1,41,49,4,1,2
0,186,238,0,2,7,,0,34,51,9,0,4
235,0,3,186,2,7,,0,43,51,0,0,4
226,176,0,0,14,16,,4,43,47,0,0,4
223,176,3,0,14,16,,51,16,0,28,0,3
220,176,4,0,16,16,,51,17,0,27,0,3
234,7,0,179,6,6,,50,7,1,35,0,5
236,15,0,170,4,7,,49,3,0,35,2,9
0,176,236,13,4,3,,51,26,0,12,0,9
231,104,6,85,3,3,,49,46,0,0,2,1
238,18,0,169,2,5,,47,31,3,16,1,0
239,4,0,185,1,3,,48,12,2,3,35,0
238,14,0,175,2,3,,1,47,49,0,1,0
236,186,0,0,4,6,,50,46,0,0,1,1
0,181,239,7,1,2,,46,16,4,30,1,1
232,189,3,1,5,2,,48,0,3,46,0,1
238,5,0,181,2,6,,37,45,14,1,0,1
238,76,0,112,2,4,,30,46,21,0,0,1
221,180,12,0,7,12,,21,44,30,2,0,1
95,185,138,0,7,7,,47,0,0,44,4,3
234,1,0,186,6,5,,46,36,0,8,5,3
231,9,0,180,9,3,,45,35,0,3,6,9
208,118,20,71,11,3,,50,47,0,0,1,0
1,183,237,6,2,3,,1,43,49,4,1,0
98,180,138,9,4,3,,50,30,0,17,1,0
0,185,239,4,1,3,,47,10,3,36,1,1
238,18,1,170,1,4,,51,11,2,0,36,0
9,176,228,9,3,7,,28,16,1,23,31,1
1,181,238,0,1,11,,51,4,2,0,43,0
234,8,2,175,4,9,,49,5,1,42,1,0
228,166,0,0,11,26,,1,45,0,50,2,2
228,168,0,0,12,24,,51,21,2,0,26,0
236,5,0,181,4,6,,49,0,1,2,47,1
1,189,239,0,0,3,,10,47,0,41,0,2
186,85,54,104,0,3,,0,41,50,5,0,1
226,6,13,184,1,2,,50,8,0,38,0,1
238,3,0,180,2,9,,49,7,1,40,1,0
0,183,236,4,4,5,,1,40,49,7,1,0
0,183,239,5,1,4,,46,36,4,11,1,0
2,172,235,13,3,7,,12,46,38,1,1,0
1,177,238,11,1,4,,25,47,25,0,1,0
0,179,237,9,3,4,,1,45,49,2,1,0
0,153,238,34,2,5,,50,30,0,16,1,1
237,5,2,180,1,7,,49,37,0,0,2,10
232,1,0,179,8,12,,0,13,51,32,0,2
235,1,0,181,5,10,,0,38,51,7,0,2
0,184,235,0,5,8,,1,43,50,2,0,2
228,0,7,185,4,7,,6,34,45,11,0,2
8,85,222,99,9,8,,0,39,51,7,0,1
235,12,2,168,3,12,,51,16,0,30,0,1
4,178,233,6,3,8,,50,0,1,1,47,1
1,172,234,15,5,5,,1,46,0,50,1,2
1,184,235,3,4,4,,49,45,0,0,2,2
234,18,2,168,4,5,,49,43,1,0,1,4
236,1,0,182,4,9,,51,46,0,0,0,1
233,2,0,178,7,12,,0,46,50,0,1,1
204,105,29,78,6,9,,2,39,48,6,1,2
4,181,230,7,6,4,,0,40,50,4,0,1
0,185,235,3,5,4,,50,42,0,1,0,1
224,1,9,186,7,5,,49,44,0,0,0,1
235,14,0,171,5,7,,49,30,0,14,2,3
235,57,0,130,5,5,,49,36,0,8,2,3
235,16,0,168,5,8,,49,38,0,6,2,3
22,98,213,90,5,4,,51,17,2,0,30,0
6,155,229,34,5,3,,47,39,0,0,4,8
2,172,228,13,10,7,,35,2,15,44,1,1
12,175,221,14,7,3,,25,4,24,42,2,1
192,3,41,186,7,3,,49,37,2,2,10,0
219,0,0,172,21,20,,41,3,1,10,44,1
196,11,38,177,6,4,,39,5,1,12,42,1
8,170,225,18,7,4,,51,46,2,0,1,0
183,0,51,187,6,5,,51,47,2,0,0,0
16,190,220,0,4,2,,2,38,1,49,9,1
209,6,25,184,6,2,,48,44,1,3,3,1
0,184,234,1,6,7,,49,1,1,2,46,1
221,2,11,185,8,5,,0,20,50,26,1,1
230,0,0,187,10,5,,47,40,0,0,4,7
229,0,1,186,10,6,,51,1,0,45,0,1
1,187,236,1,3,4,,50,1,0,45,0,1
221,0,15,187,3,5,,48,1,1,46,2,0
226,167,0,0,14,25,,0,22,49,25,2,0
238,3,0,175,2,14,,47,21,0,16,4,10
236,5,0,178,4,9,,45,2,2,35,4,10
200,110,33,71,6,11,,20,1,0,31,46,2
0,36,226,141,14,15,,0,47,0,51,0,2
238,28,0,158,2,6,,45,40,6,6,0,1
238,12,0,172,2,8,,50,43,0,3,1,1
205,116,29,69,5,7,,49,39,2,7,0,1
0,161,238,21,2,10,,51,19,0,27,0,1
0,157,239,27,1,8,,1,42,50,4,0,1
5,177,233,7,2,8,,50,16,1,30,0,1
1,183,237,3,2,6,,,,,,,
1,167,238,19,1,6,,,,,,,
0,156,238,28,2,8,,,,,,,
0,165,239,21,1,6,,,,,,,
1,172,236,14,3,6,,,,,,,
1,159,238,26,1,7,,,,,,,
236,2,0,185,4,5,,,,,,,
228,0,0,189,12,3,,,,,,,
204,103,28,85,6,4,,,,,,,
236,0,0,187,4,5,,,,,,,
1,190,236,0,3,2,,,,,,,
232,15,6,175,2,2,,,,,,,
0,175,237,14,3,3,,,,,,,
236,19,0,172,4,1,,,,,,,
234,4,0,174,6,14,,,,,,,
235,0,0,181,5,11,,,,,,,
234,6,2,177,4,9,,,,,,,
208,140,28,42,4,10,,,,,,,
229,165,2,16,9,11,,,,,,,
227,181,2,1,10,10,,,,,,,
191,134,34,45,13,13,,,,,,,
236,2,0,182,4,8,,,,,,,
233,4,0,180,7,8,,,,,,,
237,5,0,183,3,4,,,,,,,
236,5,0,179,4,8,,,,,,,
1,186,236,1,3,5,,,,,,,
1,187,235,3,4,2,,,,,,,
0,189,234,0,6,3,,,,,,,
232,4,0,183,8,5,,,,,,,
236,2,0,183,4,7,,,,,,,
238,5,0,181,2,6,,,,,,,
192,119,41,65,5,8,,,,,,,
179,81,59,108,3,3,,,,,,,
226,17,9,169,5,6,,,,,,,
237,3,0,185,3,4,,,,,,,
231,10,7,178,1,4,,,,,,,
3,8,234,178,3,6,,,,,,,
0,103,228,75,12,14,,,,,,,
0,77,239,108,1,7,,,,,,,
119,0,120,16,1,4,,,,,,,
0,166,236,23,4,3,,,,,,,
235,0,4,189,1,3,,,,,,,
224,175,0,0,16,17,,,,,,,
231,3,0,185,9,4,,,,,,,
233,4,0,185,7,3,,,,,,,
4,173,228,11,8,8,,,,,,,
0,178,231,11,9,3,,,,,,,
0,180,234,8,6,4,,,,,,,
1,189,232,1,7,2,,,,,,,
233,5,0,183,7,4,,,,,,,
231,12,0,177,9,3,,,,,,,
26,181,209,9,5,2,,,,,,,
28,177,202,8,10,7,,,,,,,
0,180,222,8,18,4,,,,,,,
232,3,4,187,4,2,,,,,,,
1,191,235,0,4,1,,,,,,,
235,16,0,175,5,1,,,,,,,
234,7,0,171,6,14,,,,,,,
234,11,0,167,6,14,,,,,,,
8,166,226,14,6,12,,,,,,,
5,171,231,9,4,12,,,,,,,
1,170,234,4,5,18,,,,,,,
233,33,2,147,5,12,,,,,,,
3,164,230,15,6,13,,,,,,,
6,163,224,16,9,13,,,,,,,
11,165,222,15,6,12,,,,,,,
10,177,224,11,5,4,,,,,,,
2,177,233,14,4,1,,,,,,,
1,173,236,18,2,1,,,,,,,
1,168,235,23,3,1,,,,,,,
24,181,212,10,3,1,,,,,,,
2,183,231,8,6,1,,,,,,,
1,185,235,4,3,3,,,,,,,
235,28,0,163,4,1,,,,,,,
235,6,0,179,4,7,,,,,,,
233,10,1,178,5,4,,,,,,,
17,176,216,12,6,4,,,,,,,
14,175,223,15,2,2,,,,,,,
11,175,224,16,4,1,,,,,,,
15,180,215,8,9,4,,,,,,,
5,129,222,57,12,6,,,,,,,
4,152,226,37,9,3,,,,,,,
10,150,220,36,9,6,,,,,,,
1,179,231,12,7,1,,,,,,,
222,21,9,170,8,1,,,,,,,
220,7,11,147,8,38,,,,,,,
230,21,0,133,9,38,,,,,,,
219,5,0,174,20,13,,,,,,,
222,56,0,123,17,13,,,,,,,
18,176,207,7,14,9,,,,,,,
40,181,187,2,12,9,,,,,,,
228,178,0,0,11,10,,,,,,,
0,182,228,0,11,9,,,,,,,
223,169,3,12,13,11,,,,,,,
217,163,0,0,22,29,,,,,,,
223,166,0,0,16,26,,,,,,,
220,165,1,0,18,27,,,,,,,
230,3,0,179,9,10,,,,,,,
232,6,1,180,6,6,,,,,,,
1,13,233,164,5,15,,,,,,,
5,181,229,2,5,9,,,,,,,
2,180,229,3,8,9,,,,,,,
221,13,10,172,8,7,,,,,,,
1,183,234,2,4,7,,,,,,,
231,3,4,181,4,8,,,,,,,
236,3,0,181,3,8,,,,,,,
230,13,1,169,8,10,,,,,,,
8,75,228,106,3,11,,,,,,,
199,4,35,178,5,10,,,,,,,
13,185,222,3,4,4,,,,,,,
25,183,208,4,6,5,,,,,,,
235,26,1,162,3,4,,,,,,,
6,162,230,26,3,4,,,,,,,
7,169,229,19,3,4,,,,,,,
61,123,175,65,3,4,,,,,,,
6,185,229,3,4,4,,,,,,,
3,175,233,13,3,4,,,,,,,
19,158,217,29,3,5,,,,,,,
217,43,18,142,4,7,,,,,,,
215,31,19,153,5,8,,,,,,,
3,162,231,22,5,8,,,,,,,
228,18,7,166,4,8,,,,,,,
1,90,234,95,4,7,,,,,,,
199,28,36,157,4,7,,,,,,,
4,168,231,15,4,9,,,,,,,
21,166,214,20,4,6,,,,,,,
54,9,179,175,6,8,,,,,,,
87,11,146,175,6,6,,,,,,,
16,107,217,77,6,8,,,,,,,
17,79,217,106,5,6,,,,,,,
233,183,2,3,4,6,,,,,,,
112,157,122,29,5,6,,,,,,,
12,164,220,21,7,7,,,,,,,
15,169,218,16,6,7,,,,,,,
234,185,0,0,5,7,,,,,,,
146,154,88,32,5,6,,,,,,,
216,10,18,176,5,6,,,,,,,
26,178,207,8,6,6,,,,,,,
1,184,233,0,5,8,,,,,,,
227,95,6,90,6,7,,,,,,,
196,54,31,122,12,16,,,,,,,
234,185,1,0,4,7,,,,,,,
224,163,11,22,4,7,,,,,,,
0,97,236,82,3,6,,,,,,,
234,0,0,183,5,9,,,,,,,
235,0,0,186,4,6,,,,,,,
231,0,2,185,6,8,,,,,,,
222,186,11,0,6,7,,,,,,,
147,186,87,0,5,7,,,,,,,
10,144,223,43,6,6,,,,,,,
232,36,1,150,6,7,,,,,,,
205,122,29,64,5,7,,,,,,,
97,65,137,119,5,9,,,,,,,
143,130,92,58,4,5,,,,,,,
217,1,17,187,5,5,,,,,,,
228,10,3,174,8,9,,,,,,,
233,9,2,178,4,6,,,,,,,
78,186,155,2,6,5,,,,,,,
111,97,123,90,5,6,,,,,,,
182,1,52,182,5,10,,,,,,,
206,1,28,185,5,7,,,,,,,
230,21,3,165,5,7,,,,,,,
234,55,0,131,5,7,,,,,,,
106,21,129,166,4,6,,,,,,,
100,23,135,165,4,5,,,,,,,
231,26,2,162,6,5,,,,,,,
108,2,127,185,4,6,,,,,,,
217,1,18,187,4,5,,,,,,,
232,20,2,168,5,5,,,,,,,
196,3,39,185,4,5,,,,,,,
218,1,17,187,4,5,,,,,,,
0,107,232,81,7,5,,,,,,,
1,186,233,1,5,6,,,,,,,
214,17,20,168,5,8,,,,,,,
232,25,0,156,7,12,,,,,,,
223,45,10,135,6,12,,,,,,,
87,61,144,121,8,11,,,,,,,
27,177,202,1,10,15,,,,,,,
177,1,54,178,8,14,,,,,,,
138,110,93,70,8,13,,,,,,,
230,179,1,0,8,14,,,,,,,
2,182,234,0,3,11,,,,,,,
229,182,5,0,5,11,,,,,,,
231,4,0,180,8,9,,,,,,,
12,181,224,2,3,10,,,,,,,
225,1,12,187,2,5,,,,,,,
170,182,66,4,3,7,,,,,,,
108,12,128,176,3,5,,,,,,,
83,0,151,187,5,6,,,,,,,
114,11,122,176,3,6,,,,,,,
20,122,216,66,3,5,,,,,,,
98,9,139,179,2,5,,,,,,,
31,169,205,19,3,5,,,,,,,
126,13,110,175,3,5,,,,,,,
64,0,173,187,2,6,,,,,,,
119,0,118,188,2,5,,,,,,,
96,3,139,185,4,5,,,,,,,
124,0,112,188,3,5,,,,,,,
108,0,128,188,3,5,,,,,,,
120,0,116,187,3,6,,,,,,,
161,3,73,184,5,6,,,,,,,
5,165,224,14,10,14,,,,,,,
210,2,21,180,8,11,,,,,,,
95,128,141,56,3,9,,,,,,,
7,171,229,12,3,10,,,,,,,
5,162,230,22,4,9,,,,,,,
90,131,146,52,3,10,,,,,,,
40,114,192,70,7,9,,,,,,,
155,0,78,184,6,9,,,,,,,
226,14,9,167,4,12,,,,,,,
229,2,7,182,3,9,,,,,,,
5,176,230,7,4,10,,,,,,,
228,10,5,174,6,9,,,,,,,
8,174,226,9,5,10,,,,,,,
107,181,129,3,3,9,,,,,,,
39,45,196,139,4,9,,,,,,,
29,103,207,80,3,10,,,,,,,
108,1,128,182,3,10,,,,,,,
190,93,45,83,4,17,,,,,,,
84,102,152,76,3,15,,,,,,,
68,94,167,87,4,12,,,,,,,
80,21,156,158,3,14,,,,,,,
1,184,233,0,5,9,,,,,,,
217,0,19,184,3,9,,,,,,,
224,172,0,0,15,21,,,,,,,
225,173,0,0,14,20,,,,,,,
225,172,0,0,14,21,,,,,,,
211,4,7,182,20,6,,,,,,,
228,2,0,184,11,6,,,,,,,
226,13,8,178,5,1,,,,,,,
235,0,0,187,4,5,,,,,,,
2,174,231,17,6,1,,,,,,,
1,166,230,24,8,2,,,,,,,
10,173,222,16,7,3,,,,,,,
6,161,229,29,4,2,,,,,,,
1,171,234,19,4,2,,,,,,,
4,169,230,21,5,2,,,,,,,
6,177,229,11,4,4,,,,,,,
10,170,224,18,5,4,,,,,,,
8,178,226,12,5,2,,,,,,,
4,156,230,32,5,4,,,,,,,
0,177,233,12,6,3,,,,,,,
230,23,2,164,7,5,,,,,,,
236,11,0,168,3,13,,,,,,,
235,16,1,172,3,4,,,,,,,
202,81,33,107,4,4,,,,,,,
37,68,198,118,4,6,,,,,,,
40,41,196,146,3,5,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
68,155,167,31,4,6,,,,,,,
81,48,155,140,3,4,,,,,,,
79,13,154,175,6,4,,,,,,,
53,28,182,160,4,4,,,,,,,
65,93,170,92,4,6,,,,,,,
1,171,234,17,4,4,,,,,,,
168,136,67,50,4,6,,,,,,,
226,14,0,167,13,11,,,,,,,
8,115,225,70,6,7,,,,,,,
144,36,89,149,6,7,,,,,,,
4,171,228,13,7,8,,,,,,,
70,17,162,166,7,9,,,,,,,
7,145,226,40,6,7,,,,,,,
71,182,163,4,5,6,,,,,,,
17,81,217,105,5,6,,,,,,,
212,0,22,186,5,6,,,,,,,
215,2,19,185,5,5,,,,,,,
10,87,227,95,2,10,,,,,,,
13,120,225,70,1,2,,,,,,,
12,162,223,28,4,2,,,,,,,
82,49,156,141,1,2,,,,,,,
9,105,229,85,1,2,,,,,,,
61,149,176,41,2,2,,,,,,,
44,101,194,89,1,2,,,,,,,
29,90,207,99,3,3,,,,,,,
83,57,153,132,3,3,,,,,,,
90,136,148,53,1,3,,,,,,,
33,134,204,56,2,2,,,,,,,
177,48,60,141,2,3,,,,,,,
132,67,106,123,1,2,,,,,,,
130,46,108,141,1,5,,,,,,,
229,19,6,169,4,4,,,,,,,
65,70,172,118,2,4,,,,,,,
190,126,48,63,1,3,,,,,,,
62,27,176,162,1,3,,,,,,,
129,33,109,156,1,3,,,,,,,
23,146,215,42,1,4,,,,,,,
236,20,2,168,1,4,,,,,,,
47,134,190,54,2,4,,,,,,,
235,172,3,3,1,4,,,,,,,
39,0,196,184,4,8,,,,,,,
54,64,178,117,7,11,,,,,,,
72,28,163,158,4,6,,,,,,,
227,9,9,175,3,8,,,,,,,
25,88,210,97,4,7,,,,,,,
119,50,116,135,4,7,,,,,,,
3,185,233,1,3,6,,,,,,,
224,112,12,75,3,5,,,,,,,
231,38,0,146,8,8,,,,,,,
20,142,212,34,7,16,,,,,,,
204,12,26,164,9,16,,,,,,,
182,59,50,118,7,15,,,,,,,
216,2,16,175,7,15,,,,,,,
96,0,135,178,8,14,,,,,,,
222,2,16,180,1,10,,,,,,,
9,161,227,23,3,8,,,,,,,
6,148,230,36,3,8,,,,,,,
162,2,76,183,1,7,,,,,,,
10,163,226,23,3,6,,,,,,,
16,163,221,23,2,6,,,,,,,
130,1,107,185,2,6,,,,,,,
3,120,234,66,2,6,,,,,,,
125,2,112,184,2,6,,,,,,,
10,139,226,47,3,6,,,,,,,
146,3,91,183,2,6,,,,,,,
28,168,210,18,1,6,,,,,,,
117,2,121,184,1,6,,,,,,,
60,107,178,79,1,6,,,,,,,
4,141,233,43,2,8,,,,,,,
23,172,215,15,1,5,,,,,,,
111,7,125,180,3,5,,,,,,,
103,158,135,28,1,6,,,,,,,
229,12,9,174,1,6,,,,,,,
181,5,57,181,1,6,,,,,,,
21,171,216,14,2,7,,,,,,,
35,3,201,183,3,6,,,,,,,
3,178,235,9,1,5,,,,,,,
218,188,21,1,0,3,,,,,,,
228,5,10,183,0,4,,,,,,,
238,12,0,171,1,9,,,,,,,
0,170,236,16,3,6,,,,,,,
233,35,1,151,5,6,,,,,,,
17,174,219,12,3,6,,,,,,,
11,170,225,15,3,7,,,,,,,
10,173,225,12,4,7,,,,,,,
2,171,233,14,4,7,,,,,,,
0,167,235,19,4,6,,,,,,,
1,187,237,1,1,4,,,,,,,
223,16,13,171,3,5,,,,,,,
6,162,233,24,0,6,,,,,,,
106,155,131,31,2,6,,,,,,,
6,158,232,29,1,5,,,,,,,
134,2,104,187,1,3,,,,,,,
98,1,140,188,1,3,,,,,,,
34,180,205,8,0,4,,,,,,,
112,2,125,184,2,6,,,,,,,
231,66,8,122,0,4,,,,,,,
181,6,57,182,1,4,,,,,,,
231,18,3,166,5,8,,,,,,,
8,150,228,36,3,6,,,,,,,
182,1,53,185,4,6,,,,,,,
33,179,203,7,3,6,,,,,,,
81,0,155,186,3,6,,,,,,,
1,151,235,34,3,7,,,,,,,
45,23,190,163,4,6,,,,,,,
161,110,73,75,5,7,,,,,,,
69,0,168,186,2,6,,,,,,,
90,0,146,186,3,6,,,,,,,
227,0,7,186,5,6,,,,,,,
128,1,107,185,4,6,,,,,,,
147,3,89,183,3,6,,,,,,,
226,10,10,175,3,7,,,,,,,
62,6,172,179,5,7,,,,,,,
181,0,49,184,9,8,,,,,,,
0,182,232,0,7,10,,,,,,,
209,10,21,175,9,7,,,,,,,
181,129,1,0,57,63,,,,,,,
149,95,29,27,60,70,,,,,,,
233,2,0,175,6,15,,,,,,,
234,2,0,177,5,14,,,,,,,
1,187,236,0,2,6,,,,,,,
229,5,9,181,1,7,,,,,,,
197,107,34,78,7,8,,,,,,,
236,3,0,183,3,7,,,,,,,
234,8,2,176,3,9,,,,,,,
3,184,233,0,3,9,,,,,,,
230,13,6,171,3,9,,,,,,,
224,3,0,173,15,17,,,,,,,
230,9,0,172,9,12,,,,,,,
232,6,0,177,7,10,,,,,,,
1,169,228,11,10,13,,,,,,,
1,174,231,7,7,12,,,,,,,
2,173,230,10,7,10,,,,,,,
2,166,229,15,8,12,,,,,,,
229,17,2,165,8,11,,,,,,,
1,182,231,1,7,10,,,,,,,
231,10,1,172,7,11,,,,,,,
73,29,156,146,10,11,,,,,,,
226,73,3,109,10,11,,,,,,,
142,11,88,172,9,10,,,,,,,
177,41,52,142,10,10,,,,,,,
126,4,104,179,9,10,,,,,,,
11,165,218,17,10,11,,,,,,,
8,171,222,12,9,10,,,,,,,
213,39,16,143,10,11,,,,,,,
204,1,0,131,35,61,,,,,,,
166,67,40,68,31,58,,,,,,,
6,169,227,10,6,14,,,,,,,
126,0,105,179,8,14,,,,,,,
8,157,225,23,6,13,,,,,,,
56,165,177,15,6,13,,,,,,,
0,141,233,38,6,14,,,,,,,
235,11,0,171,4,11,,,,,,,
237,187,0,0,2,6,,,,,,,
193,120,42,69,2,4,,,,,,,
3,161,232,28,4,4,,,,,,,
2,162,235,26,1,5,,,,,,,
4,159,233,31,2,3,,,,,,,
0,155,237,35,2,3,,,,,,,
1,151,237,38,1,4,,,,,,,
4,157,233,32,2,4,,,,,,,
5,163,233,27,1,3,,,,,,,
1,162,235,28,3,3,,,,,,,
8,156,228,33,3,4,,,,,,,
1,180,237,11,1,2,,,,,,,
232,47,3,144,3,2,,,,,,,
15,158,220,31,4,4,,,,,,,
37,187,200,2,2,4,,,,,,,
