Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
241,164,1,0,13,12,,52,42,0,0,4,2
244,163,0,0,11,13,,51,43,2,0,3,1
239,21,6,147,10,8,,45,43,9,0,2,1
248,168,0,1,7,7,,37,40,17,4,2,0
237,50,10,120,8,6,,53,34,0,10,3,0
229,34,18,136,8,6,,14,25,41,18,1,1
226,56,22,114,7,6,,52,38,2,1,2,5
243,0,6,170,6,6,,6,28,48,11,2,5
247,147,2,23,11,6,,25,41,29,0,2,3
224,12,4,154,27,10,,10,27,44,14,2,3
102,5,152,164,1,0,,20,38,35,6,1,0
104,6,149,165,7,5,,54,41,1,3,1,0
171,169,84,2,0,1,,51,34,4,10,1,0
60,166,192,5,0,1,,55,43,0,1,1,0
0,170,255,1,5,5,,50,0,5,44,1,0
113,2,140,168,0,1,,13,37,42,7,1,0
43,159,209,6,4,11,,52,17,3,27,1,0
207,150,2,0,46,26,,51,2,4,42,1,0
208,150,0,0,47,26,,36,39,18,5,2,0
226,19,6,149,23,8,,49,7,6,37,1,0
246,167,0,2,9,7,,3,36,52,8,1,0
246,170,0,0,9,6,,49,41,5,3,2,0
244,169,0,0,11,7,,46,6,8,38,2,0
98,172,158,0,4,4,,7,38,47,6,2,0
170,0,84,172,6,4,,48,17,7,27,1,0
11,173,245,0,4,3,,0,28,53,14,3,2
131,172,124,1,5,3,,54,41,0,3,2,0
9,171,244,0,7,5,,35,39,18,4,3,1
205,171,49,1,6,4,,29,37,25,7,2,0
43,162,206,9,11,5,,54,40,0,4,2,0
212,2,36,170,1,0,,20,31,34,13,2,0
219,16,4,145,32,15,,1,27,53,17,2,0
245,93,1,78,9,5,,54,40,0,4,2,0
249,166,0,2,6,8,,54,9,0,35,2,0
232,169,21,1,7,6,,53,14,1,30,2,0
48,164,211,5,2,7,,49,5,5,39,2,0
7,172,249,0,4,4,,51,5,4,38,1,1
252,172,3,0,5,4,,54,43,0,1,2,0
244,172,12,0,4,4,,51,27,0,13,5,4
180,129,73,43,7,4,,46,24,0,13,10,7
147,165,109,6,4,5,,55,31,1,12,0,1
146,15,109,154,5,7,,56,0,0,43,0,1
205,44,47,127,8,5,,56,0,0,43,0,1
76,4,174,165,10,7,,56,0,0,43,0,1
237,18,7,154,11,4,,56,0,0,44,0,0
254,169,0,0,6,7,,55,0,0,44,1,0
177,170,79,2,4,4,,56,0,0,44,0,0
25,167,229,5,1,4,,55,0,0,44,1,0
219,65,34,107,3,4,,55,0,0,44,1,0
29,162,217,4,9,10,,56,0,0,43,0,1
229,168,5,0,21,8,,56,0,0,43,0,1
36,159,201,7,19,10,,3,34,52,9,1,1
161,120,74,44,20,12,,53,16,3,27,0,1
232,102,3,57,20,17,,49,44,6,0,1,0
236,20,6,148,13,8,,51,42,2,1,3,1
58,169,193,3,9,4,,52,42,0,0,4,2
161,170,88,1,6,5,,28,1,25,40,3,3
247,148,0,22,8,6,,0,44,54,0,2,0
232,15,5,155,18,6,,54,0,0,44,2,0
215,4,38,171,2,1,,45,9,8,35,3,0
177,38,77,137,1,1,,45,11,8,30,3,3
214,21,30,151,11,4,,55,43,0,0,1,1
42,151,201,20,12,5,,25,18,30,26,1,0
200,40,43,131,12,5,,37,42,18,2,1,0
227,0,3,165,25,11,,47,19,8,25,1,0
219,0,17,166,19,10,,50,22,5,22,1,0
227,43,6,129,27,4,,22,10,33,33,1,1
17,126,216,45,27,5,,47,24,8,19,1,1
7,90,236,82,17,4,,34,38,20,4,2,2
27,144,215,28,18,4,,1,34,53,8,2,2
23,161,225,13,12,2,,53,27,0,11,3,6
237,172,10,0,13,4,,49,27,1,13,6,4
239,88,5,84,11,4,,13,38,43,6,0,0
246,173,0,0,9,3,,17,37,37,7,1,0
243,149,0,20,12,7,,19,38,35,6,1,0
220,17,4,154,31,5,,4,30,52,14,0,0
32,150,218,25,10,2,,0,34,55,10,1,0
109,32,142,141,9,4,,53,40,1,3,2,1
242,65,5,106,8,6,,24,35,29,6,3,3
243,1,1,171,11,5,,16,36,38,8,2,0
240,7,0,165,15,5,,17,36,37,8,1,0
240,172,0,0,15,5,,51,18,4,26,1,0
244,124,0,49,11,4,,54,37,1,7,1,0
139,15,111,160,10,2,,37,8,19,36,0,0
139,23,108,152,13,2,,44,8,12,36,0,0
35,154,216,17,9,6,,13,37,43,7,0,0
25,156,222,15,13,6,,48,40,8,4,0,0
14,162,238,11,8,4,,49,24,7,20,0,0
2,160,249,15,9,2,,54,39,2,1,0,4
8,158,243,14,9,5,,37,31,10,4,9,9
228,23,18,148,9,6,,23,27,24,6,9,11
189,78,52,92,19,7,,0,3,39,28,17,13
91,135,142,26,27,16,,50,3,6,41,0,0
130,35,101,128,29,14,,50,3,6,40,0,1
149,25,81,136,30,16,,47,42,8,0,1,2
109,162,124,1,27,14,,6,36,50,8,0,0
104,20,130,143,26,14,,56,44,0,0,0,0
239,140,9,33,7,4,,56,44,0,0,0,0
28,40,226,135,6,2,,55,2,1,41,0,1
178,152,76,23,6,2,,47,6,7,37,2,1
184,6,69,167,7,4,,34,42,21,1,1,1
54,169,197,3,9,5,,47,13,8,30,1,1
27,164,214,6,19,7,,5,34,50,9,1,1
32,32,221,142,7,3,,8,30,45,12,3,2
250,161,1,11,4,5,,54,41,0,0,2,3
241,4,5,169,9,4,,19,37,34,4,3,3
232,0,16,175,7,2,,53,41,0,0,3,3
242,1,8,173,5,3,,51,33,2,7,3,4
251,174,1,0,8,3,,16,0,34,38,6,6
32,111,223,63,5,3,,50,34,0,2,6,8
4,99,247,73,9,5,,28,34,28,10,0,0
46,7,205,166,9,4,,36,1,19,43,1,0
225,112,25,61,5,4,,20,43,33,1,3,0
221,16,5,147,29,14,,40,36,15,8,1,0
248,0,3,174,4,4,,25,25,31,19,0,0
207,175,46,0,7,3,,28,18,28,26,0,0
204,170,46,2,10,6,,49,43,7,1,0,0
32,161,220,11,8,6,,43,20,13,24,0,0
31,156,219,18,10,4,,23,36,33,8,0,0
5,172,240,0,10,6,,56,44,0,0,0,0
207,2,35,170,13,6,,56,36,0,8,0,0
243,171,1,0,16,7,,49,19,7,25,0,0
232,30,15,141,13,7,,3,20,53,24,0,0
199,27,48,144,13,7,,41,22,15,22,0,0
62,5,183,166,15,7,,54,18,2,26,0,0
243,170,3,0,14,8,,55,36,1,8,0,0
117,127,132,45,11,6,,56,44,0,0,0,0
143,37,106,136,11,5,,46,10,10,34,0,0
24,171,222,3,9,4,,24,15,30,27,2,2
12,173,235,1,8,4,,3,21,50,21,3,2
229,31,14,143,12,4,,36,8,18,34,2,2
235,0,6,171,14,7,,1,32,47,7,8,5
230,168,2,0,23,10,,50,24,1,12,5,8
231,165,1,0,28,13,,52,40,0,0,4,4
225,164,0,0,35,14,,41,8,11,31,4,5
34,135,171,20,55,23,,52,37,0,0,4,7
208,151,0,0,52,27,,36,27,20,17,0,0
164,18,50,139,46,21,,4,39,51,5,1,0
120,67,132,109,8,2,,52,25,2,18,2,1
244,148,2,27,9,3,,54,44,0,0,2,0
8,160,245,16,7,2,,12,35,44,9,0,0
4,143,252,34,4,1,,54,39,2,5,0,0
21,174,233,2,6,2,,7,38,48,5,1,1
26,174,232,3,2,1,,22,38,34,6,0,0
64,158,190,20,6,0,,56,44,0,0,0,0
59,172,192,4,9,2,,21,25,35,19,0,0
234,67,13,107,13,4,,54,33,0,9,2,2
233,159,10,12,17,7,,0,32,56,11,0,1
13,132,230,40,17,6,,23,40,33,3,0,1
7,129,230,45,23,4,,26,40,30,3,0,1
244,0,0,175,16,3,,56,43,0,0,0,1
224,51,16,123,15,4,,19,44,37,0,0,0
240,0,3,174,12,4,,7,37,49,7,0,0
238,0,4,176,13,2,,56,44,0,0,0,0
66,168,183,8,11,2,,50,41,6,3,0,0
9,94,244,81,7,3,,51,4,4,40,1,0
240,122,8,51,7,5,,56,38,0,6,0,0
99,165,142,6,14,7,,30,6,26,38,0,0
10,129,228,35,22,14,,56,44,0,0,0,0
219,12,0,146,41,20,,31,19,1,25,25,0
235,42,2,125,18,11,,55,7,0,36,1,1
242,0,1,170,12,8,,51,4,4,39,1,1
239,77,5,100,11,1,,3,11,52,32,1,1
242,167,0,9,13,2,,55,43,0,0,1,1
41,128,210,48,1,0,,4,23,51,20,1,1
22,149,232,24,6,5,,12,25,43,18,1,1
25,121,227,54,8,3,,51,35,2,7,3,2
16,97,234,78,10,3,,50,13,2,29,4,1
165,173,79,1,11,4,,47,21,4,22,5,1
19,113,232,64,9,1,,51,43,0,0,5,1
203,36,48,141,9,1,,50,41,0,0,6,3
203,14,51,163,6,1,,56,44,0,0,0,0
198,11,51,165,6,2,,54,0,2,44,0,0
207,14,42,162,11,2,,45,21,11,23,0,0
208,171,39,2,13,5,,55,32,1,12,0,0
74,107,176,66,10,5,,54,34,2,10,0,0
242,95,7,78,6,5,,56,39,0,5,0,0
242,0,3,174,10,4,,32,6,24,38,0,0
2,141,219,27,34,10,,34,6,22,38,0,0
22,149,198,13,40,16,,43,10,13,34,0,0
11,149,224,16,25,13,,5,16,49,28,2,0
44,146,182,9,34,23,,0,38,54,6,2,0
40,144,178,5,37,29,,16,38,38,6,2,0
24,132,200,29,36,17,,46,10,10,34,0,0
22,139,204,22,34,17,,21,37,35,7,0,0
8,102,220,61,32,15,,56,38,0,6,0,0
19,109,213,58,28,11,,54,32,2,12,0,0
39,49,199,118,22,11,,55,44,0,0,1,0
127,157,110,11,23,10,,55,44,0,0,1,0
115,152,123,16,22,10,,54,43,1,1,1,0
162,155,76,13,22,10,,0,36,56,3,0,5
48,100,187,68,25,10,,50,28,3,13,3,3
13,165,223,4,24,9,,53,2,1,41,2,1
198,168,36,0,1,0,,56,44,0,0,0,0
19,166,210,3,26,9,,55,39,0,4,1,1
217,68,11,101,27,9,,56,44,0,0,0,0
249,173,4,1,2,4,,54,34,2,8,0,2
248,174,3,1,4,3,,55,6,1,38,0,0
53,171,202,2,5,5,,54,7,2,36,0,1
26,162,224,8,10,8,,54,7,2,36,0,1
NA,NA,NA,NA,NA,NA,,55,42,1,0,0,2
38,156,214,17,8,5,,54,26,2,16,0,2
12,23,242,150,6,5,,52,42,4,0,0,2
148,170,106,3,6,5,,51,23,2,17,3,4
1,41,251,132,8,5,,49,43,6,0,1,1
50,12,202,163,8,3,,56,38,0,5,0,1
38,173,213,3,4,2,,51,20,5,22,0,2
29,177,223,0,3,1,,56,40,0,2,0,2
246,92,4,85,5,1,,54,39,0,0,2,5
250,0,0,177,5,1,,54,19,0,20,2,5
235,0,12,176,8,2,,53,37,2,7,1,0
14,148,239,29,7,1,,7,21,49,23,0,0
21,148,235,28,4,2,,11,34,45,10,0,0
114,40,142,136,4,2,,51,6,5,38,0,0
248,12,2,161,10,5,,53,30,2,14,1,0
0,166,253,8,0,1,,55,37,0,7,1,0
241,102,11,73,3,3,,55,34,1,10,0,0
229,101,18,72,8,5,,22,36,33,8,1,0
177,171,60,1,18,6,,50,2,6,40,0,2
163,27,71,136,26,15,,56,20,0,19,0,5
92,146,157,26,11,6,,56,7,0,32,0,5
13,132,235,38,12,8,,55,35,0,7,1,2
223,17,4,145,28,16,,52,33,3,9,1,2
246,172,0,0,14,6,,49,14,6,29,1,1
187,4,66,170,7,4,,55,20,1,23,0,1
91,160,160,15,9,3,,54,23,0,20,2,1
198,14,49,161,8,3,,45,7,10,36,1,1
233,173,13,0,9,5,,51,40,5,3,0,1
125,164,116,4,14,10,,47,41,0,0,9,3
121,160,131,16,8,2,,46,9,8,34,2,1
239,0,10,175,6,3,,54,14,0,23,2,7
32,173,217,0,11,5,,30,29,21,9,5,6
128,170,120,0,12,8,,37,31,17,15,0,0
173,169,68,0,14,9,,41,35,13,11,0,0
116,72,89,67,50,39,,,,,,,
207,172,36,0,12,6,,,,,,,
176,17,66,155,18,6,,,,,,,
97,8,152,163,11,7,,,,,,,
241,130,1,39,13,9,,,,,,,
18,0,232,173,10,5,,,,,,,
240,170,12,3,3,5,,,,,,,
84,3,171,172,5,3,,,,,,,
95,1,159,174,6,3,,,,,,,
119,3,132,173,9,2,,,,,,,
131,160,115,12,9,6,,,,,,,
217,17,7,154,31,7,,,,,,,
244,0,4,176,7,2,,,,,,,
24,170,229,3,7,5,,,,,,,
28,9,226,165,6,4,,,,,,,
251,172,0,0,4,6,,,,,,,
237,79,11,95,7,4,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
62,158,172,3,26,17,,,,,,,
227,117,1,35,27,26,,,,,,,
208,154,1,0,46,24,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
198,3,52,173,10,2,,,,,,,
112,174,138,0,10,4,,,,,,,
248,176,0,0,7,2,,,,,,,
9,129,244,43,7,6,,,,,,,
241,4,10,169,9,5,,,,,,,
244,53,6,122,5,3,,,,,,,
144,172,99,1,12,5,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
37,156,213,13,10,9,,,,,,,
225,29,21,143,9,6,,,,,,,
17,131,230,43,1,0,,,,,,,
241,144,1,29,1,0,,,,,,,
214,0,10,159,31,19,,,,,,,
220,0,6,155,29,23,,,,,,,
63,108,156,53,36,17,,,,,,,
208,13,13,147,34,18,,,,,,,
147,6,72,154,36,18,,,,,,,
212,123,25,52,18,3,,,,,,,
197,70,47,106,16,2,,,,,,,
217,76,24,98,14,4,,,,,,,
213,24,29,151,13,3,,,,,,,
214,33,31,143,10,2,,,,,,,
211,16,6,145,1,0,,,,,,,
244,165,2,10,1,1,,,,,,,
226,115,23,61,6,2,,,,,,,
135,118,105,50,20,10,,,,,,,
235,165,1,0,24,13,,,,,,,
232,162,0,0,23,16,,,,,,,
231,19,8,145,16,14,,,,,,,
38,36,215,141,2,1,,,,,,,
151,129,107,44,3,5,,,,,,,
111,46,145,125,4,7,,,,,,,
14,163,239,10,2,5,,,,,,,
247,145,5,29,3,4,,,,,,,
245,1,9,176,1,1,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
223,150,31,26,3,0,,,,,,,
85,131,174,45,1,2,,,,,,,
251,175,4,0,1,3,,,,,,,
235,15,6,154,1,0,,,,,,,
252,178,0,0,3,0,,,,,,,
252,2,2,176,1,0,,,,,,,
198,11,1,58,167,0,,,,,,,
76,171,170,0,14,7,,,,,,,
169,0,73,170,18,8,,,,,,,
223,154,0,0,32,24,,,,,,,
213,67,16,87,26,24,,,,,,,
221,15,7,140,27,23,,,,,,,
18,142,230,27,12,9,,,,,,,
30,154,218,16,12,8,,,,,,,
155,166,95,4,10,8,,,,,,,
238,167,6,0,11,11,,,,,,,
223,57,23,113,9,8,,,,,,,
210,17,9,145,36,16,,,,,,,
231,9,9,163,15,6,,,,,,,
228,6,10,165,17,7,,,,,,,
232,89,11,87,12,2,,,,,,,
19,152,223,20,18,6,,,,,,,
24,166,220,6,16,6,,,,,,,
217,27,24,144,14,7,,,,,,,
14,173,236,2,10,3,,,,,,,
230,17,10,155,15,6,,,,,,,
196,42,55,134,5,2,,,,,,,
51,146,201,30,4,2,,,,,,,
188,46,64,131,4,1,,,,,,,
209,103,6,55,40,20,,,,,,,
153,36,59,120,43,22,,,,,,,
97,124,117,31,41,23,,,,,,,
195,18,7,134,53,26,,,,,,,
215,102,6,58,34,18,,,,,,,
216,159,0,0,39,19,,,,,,,
217,150,0,5,38,23,,,,,,,
232,120,0,45,0,2,,,,,,,
250,174,0,0,5,4,,,,,,,
195,174,54,0,6,4,,,,,,,
22,154,224,17,9,7,,,,,,,
242,127,2,46,11,5,,,,,,,
243,1,2,173,10,4,,,,,,,
244,1,2,172,9,5,,,,,,,
68,172,186,1,6,5,,,,,,,
21,149,228,24,11,5,,,,,,,
241,46,6,127,8,5,,,,,,,
241,89,4,85,10,4,,,,,,,
243,6,3,166,9,6,,,,,,,
65,169,185,6,5,3,,,,,,,
238,163,6,7,11,8,,,,,,,
225,61,2,105,28,12,,,,,,,
16,149,206,8,38,21,,,,,,,
210,26,10,135,35,17,,,,,,,
230,129,10,43,15,6,,,,,,,
210,62,38,112,7,4,,,,,,,
222,145,27,28,6,5,,,,,,,
248,172,0,0,7,6,,,,,,,
6,171,243,3,11,4,,,,,,,
220,107,19,66,16,5,,,,,,,
231,17,7,156,17,5,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
210,5,35,170,11,3,,,,,,,
32,170,210,4,14,4,,,,,,,
223,82,20,92,13,4,,,,,,,
71,89,165,79,24,10,,,,,,,
196,15,6,130,53,33,,,,,,,
229,0,6,162,20,16,,,,,,,
33,151,204,10,19,17,,,,,,,
230,31,4,128,22,19,,,,,,,
225,161,1,2,29,15,,,,,,,
89,56,139,112,27,10,,,,,,,
220,160,7,8,28,10,,,,,,,
224,166,3,0,28,12,,,,,,,
210,126,17,37,28,15,,,,,,,
223,129,3,36,29,13,,,,,,,
238,29,4,144,13,5,,,,,,,
242,28,3,147,10,3,,,,,,,
2,142,226,32,27,4,,,,,,,
232,32,1,143,22,3,,,,,,,
238,34,2,141,15,3,,,,,,,
4,137,240,37,11,4,,,,,,,
246,33,0,141,9,4,,,,,,,
245,37,2,138,8,3,,,,,,,
244,37,1,139,10,2,,,,,,,
8,79,237,93,10,6,,,,,,,
241,32,5,142,9,4,,,,,,,
237,33,2,140,16,5,,,,,,,
166,168,76,3,14,7,,,,,,,
239,173,0,0,16,5,,,,,,,
239,167,2,2,14,9,,,,,,,
240,172,0,0,15,6,,,,,,,
239,174,0,0,4,0,,,,,,,
210,35,30,139,15,4,,,,,,,
200,32,39,141,16,5,,,,,,,
190,47,48,126,17,5,,,,,,,
82,1,163,175,10,2,,,,,,,
178,43,72,130,10,5,,,,,,,
187,46,61,126,12,6,,,,,,,
219,61,26,111,10,6,,,,,,,
234,128,4,41,17,9,,,,,,,
235,64,9,108,11,6,,,,,,,
195,46,48,126,12,6,,,,,,,
195,25,48,148,12,5,,,,,,,
231,77,9,94,15,7,,,,,,,
193,105,52,70,11,3,,,,,,,
235,148,9,19,11,11,,,,,,,
247,175,0,0,8,3,,,,,,,
240,0,8,174,7,4,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
32,173,223,1,0,1,,,,,,,
224,34,30,136,1,0,,,,,,,
26,0,228,170,6,8,,,,,,,
217,19,31,150,1,0,,,,,,,
225,16,3,137,27,25,,,,,,,
105,55,148,113,8,10,,,,,,,
121,74,130,92,10,12,,,,,,,
237,156,0,5,18,17,,,,,,,
209,138,0,3,47,37,,,,,,,
198,24,10,142,47,10,,,,,,,
167,121,0,89,56,1,,,,,,,
