Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Republican Yea,Senate Democrat Yea,Senate Republican Nay,Senate Democrat Nay,Senate Republican Not Voting,Senate Democrat Not Voting
14,198,211,2,3,5,,,,,,,
9,196,217,4,3,5,,,,,,,
1,154,225,46,3,5,,,,,,,
47,200,179,0,3,5,,,,,,,
32,160,194,39,3,6,,,,,,,
221,0,0,198,1,0,,,,,,,
220,1,1,199,7,5,,,,,,,
1,189,223,12,4,4,,,,,,,
220,83,6,118,3,4,,,,,,,
208,173,0,0,20,32,,,,,,,
209,172,0,0,19,33,,,,,,,
209,172,0,0,19,33,,,,,,,
217,2,0,188,11,15,,,,,,,
84,192,137,2,7,11,,,,,,,
218,178,2,17,8,10,,,,,,,
214,192,0,0,14,13,,,,,,,
207,24,2,167,19,14,,,,,,,
154,191,58,1,16,13,,,,,,,
5,191,208,0,15,14,,,,,,,
5,188,207,2,16,15,,,,,,,
223,88,0,111,5,6,,,,,,,
226,63,0,135,2,7,,,,,,,
225,191,0,0,3,14,,,,,,,
222,189,0,0,6,16,,,,,,,
221,191,0,0,7,14,,,,,,,
221,189,1,0,6,16,,,,,,,
0,86,216,101,12,18,,,,,,,
199,145,15,43,1,0,,,,,,,
214,187,0,0,14,18,,,,,,,
220,185,1,12,7,8,,,,,,,
0,75,211,117,17,13,,,,,,,
0,68,218,127,10,10,,,,,,,
222,0,0,198,6,7,,,,,,,
220,0,1,197,7,8,,,,,,,
0,54,219,140,9,11,,,,,,,
0,55,219,140,9,10,,,,,,,
0,58,210,133,18,14,,,,,,,
0,196,219,0,9,9,,,,,,,
210,1,11,195,8,9,,,,,,,
219,191,0,0,1,0,,,,,,,
7,182,214,15,7,8,,,,,,,
169,47,54,150,5,8,,,,,,,
220,195,0,0,8,10,,,,,,,
217,0,1,195,10,10,,,,,,,
18,163,201,31,9,11,,,,,,,
1,193,215,2,12,10,,,,,,,
7,190,214,7,7,8,,,,,,,
216,82,5,115,7,8,,,,,,,
203,177,0,0,25,28,,,,,,,
202,179,0,0,26,26,,,,,,,
23,176,199,22,6,7,,,,,,,
222,195,2,3,4,7,,,,,,,
221,195,1,4,6,6,,,,,,,
223,198,1,0,4,7,,,,,,,
159,197,65,2,4,6,,,,,,,
222,197,0,0,6,8,,,,,,,
35,56,185,139,8,10,,,,,,,
10,90,209,103,9,12,,,,,,,
196,153,25,40,7,12,,,,,,,
118,191,101,0,9,14,,,,,,,
6,190,207,0,15,15,,,,,,,
7,189,208,1,13,15,,,,,,,
4,183,215,2,10,20,,,,,,,
218,144,0,39,0,2,,,,,,,
24,163,191,19,13,23,,,,,,,
6,177,205,2,17,26,,,,,,,
176,156,0,0,52,49,,,,,,,
172,154,3,0,53,51,,,,,,,
172,153,3,0,53,52,,,,,,,
169,127,0,25,59,53,,,,,,,
74,163,142,34,12,8,,,,,,,
213,196,1,1,14,8,,,,,,,
201,160,13,35,0,2,,,,,,,
215,195,0,0,13,10,,,,,,,
221,4,0,193,7,8,,,,,,,
219,29,0,167,9,9,,,,,,,
200,46,25,154,4,5,,,,,,,
198,188,24,12,6,5,,,,,,,
221,199,0,0,7,6,,,,,,,
209,194,12,0,7,11,,,,,,,
221,197,0,0,7,8,,,,,,,
220,193,0,0,8,12,,,,,,,
211,197,9,0,8,8,,,,,,,
5,197,217,1,6,7,,,,,,,
217,200,2,0,9,5,,,,,,,
212,196,8,5,8,4,,,,,,,
218,201,1,0,9,4,,,,,,,
216,198,0,0,12,7,,,,,,,
214,199,1,0,13,6,,,,,,,
216,199,1,0,11,6,,,,,,,
208,197,10,2,10,6,,,,,,,
215,190,0,2,13,13,,,,,,,
218,196,1,0,9,9,,,,,,,
221,198,1,0,6,7,,,,,,,
219,190,2,8,7,7,,,,,,,
209,55,15,147,4,3,,,,,,,
3,197,219,3,6,5,,,,,,,
160,199,64,0,4,6,,,,,,,
218,198,2,0,8,7,,,,,,,
217,198,1,0,10,7,,,,,,,
217,190,2,6,0,1,,,,,,,
172,179,49,18,7,8,,,,,,,
216,70,9,130,3,5,,,,,,,
225,200,0,0,3,5,,,,,,,
223,199,2,0,3,6,,,,,,,
225,0,0,201,3,4,,,,,,,
225,3,0,199,3,3,,,,,,,
225,0,0,201,3,4,,,,,,,
224,0,0,202,4,3,,,,,,,
223,199,0,2,5,4,,,,,,,
222,184,0,16,6,5,,,,,,,
228,0,0,203,0,2,,,,,,,
225,0,1,203,2,2,,,,,,,
224,155,3,45,0,1,,,,,,,
6,204,221,1,2,0,,,,,,,
204,16,0,25,189,1,,,,,,,
209,1,2,190,18,14,,,,,,,
206,185,1,4,21,16,,,,,,,
210,1,0,178,18,26,,,,,,,
211,1,0,181,17,23,,,,,,,
214,0,0,189,14,16,,,,,,,
215,1,1,188,12,16,,,,,,,
184,58,38,137,7,10,,,,,,,
207,0,0,181,21,24,,,,,,,
